context,gold_answers,predicted_answer,correct
A suitcase is on the left of a cat from the cat's perspective. The cat is facing away from the camera.,['left'],right,False
A suitcase is on the left of a cat from the cat's perspective. The cat is facing right relative to the camera.,['back'],right,False
A dog is in front of a container and outside of the container.,['front'],front,True
A water tank is in front of a bag.,['front'],front,True
A bus is on the left of a car from the car's perspective. The car is facing toward the camera.,['right'],right,True
A bus is on the left of a car from the car's perspective. The car is facing left relative to the camera.,['front'],left,False
A bus is on the left of a car from the car's perspective. The car is facing away from the camera.,['left'],right,False
A bus is on the left of a car from the car's perspective. The car is facing right relative to the camera.,['back'],left,False
A box is inside and at the left of a bus relative to camera. The bus is facing toward the camera.,['left'],left,True
A box is inside and at the left of a bus relative to camera. The bus is facing left relative to the camera.,['left'],left,True
A box is inside and at the left of a bus relative to camera. The bus is facing away from the camera.,['left'],left,True
A box is inside and at the left of a bus relative to camera. The bus is facing right relative to the camera.,['left'],left,True
A tree is in front of a suitcase.,['front'],front,True
A water tank is in front of a chicken from the chicken's perspective. The chicken is facing toward the camera.,['front'],front,True
A water tank is in front of a chicken from the chicken's perspective. The chicken is facing left relative to the camera.,['left'],right,False
A water tank is in front of a chicken from the chicken's perspective. The chicken is facing away from the camera.,['back'],back,True
A water tank is in front of a chicken from the chicken's perspective. The chicken is facing right relative to the camera.,['right'],left,False
An umbrella is to the right of a sheep from my point of view. The sheep is facing toward me.,['right'],right,True
An umbrella is to the right of a sheep from my point of view. The sheep is facing left relative to me.,['right'],left,False
An umbrella is to the right of a sheep from my point of view. The sheep is facing away from me.,['right'],left,False
An umbrella is to the right of a sheep from my point of view. The sheep is facing right relative to me.,['right'],left,False
A fire hydrant is on the left of a box and outside of the box.,['left'],left,True
A horse is to the left of a suitcase.,['left'],left,True
A bicycle is inside and on the right of a car relative to observer. The car is facing toward the observer.,['right'],right,True
A bicycle is inside and on the right of a car relative to observer. The car is facing left relative to the observer.,['right'],right,True
A bicycle is inside and on the right of a car relative to observer. The car is facing away from the observer.,['right'],left,False
A bicycle is inside and on the right of a car relative to observer. The car is facing right relative to the observer.,['right'],right,True
A bus is in front of a horse from the camera's perspective. The horse is facing toward the camera.,['front'],front,True
A bus is in front of a horse from the camera's perspective. The horse is facing left relative to the camera.,['front'],front,True
A bus is in front of a horse from the camera's perspective. The horse is facing away from the camera.,['front'],back,False
A bus is in front of a horse from the camera's perspective. The horse is facing right relative to the camera.,['front'],right,False
A water tank is on the left of a cow from the cow's perspective. The cow is facing toward the camera.,['right'],right,True
A water tank is on the left of a cow from the cow's perspective. The cow is facing left relative to the camera.,['front'],right,False
A water tank is on the left of a cow from the cow's perspective. The cow is facing away from the camera.,['left'],right,False
A water tank is on the left of a cow from the cow's perspective. The cow is facing right relative to the camera.,['back'],left,False
An umbrella is back of a container inside the container.,['back'],back,True
A water tank is back of a cat from the camera's perspective. The cat is facing toward the camera.,['back'],back,True
A water tank is back of a cat from the camera's perspective. The cat is facing left relative to the camera.,['back'],right,False
A water tank is back of a cat from the camera's perspective. The cat is facing away from the camera.,['back'],front,False
A water tank is back of a cat from the camera's perspective. The cat is facing right relative to the camera.,['back'],left,False
A water tank is in front of a horse relative to the horse. The horse is facing toward the camera.,['front'],front,True
A water tank is in front of a horse relative to the horse. The horse is facing left relative to the camera.,['left'],right,False
A water tank is in front of a horse relative to the horse. The horse is facing away from the camera.,['back'],front,False
A water tank is in front of a horse relative to the horse. The horse is facing right relative to the camera.,['right'],left,False
A bus is in front of a cow relative to the cow. The cow is facing toward the camera.,['front'],front,True
A bus is in front of a cow relative to the cow. The cow is facing left relative to the camera.,['left'],right,False
A bus is in front of a cow relative to the cow. The cow is facing away from the camera.,['back'],front,False
A bus is in front of a cow relative to the cow. The cow is facing right relative to the camera.,['right'],front,False
A sheep is inside and at the right of a car from my point of view. The car is facing toward me.,['right'],right,True
A sheep is inside and at the right of a car from my point of view. The car is facing left relative to me.,['right'],right,True
A sheep is inside and at the right of a car from my point of view. The car is facing away from me.,['right'],right,True
A sheep is inside and at the right of a car from my point of view. The car is facing right relative to me.,['right'],right,True
A chicken is in front of a bag.,['front'],front,True
A chair is in front of a bicycle relative to the bicycle. The bicycle is facing toward the camera.,['front'],front,True
A chair is in front of a bicycle relative to the bicycle. The bicycle is facing left relative to the camera.,['left'],right,False
A chair is in front of a bicycle relative to the bicycle. The bicycle is facing away from the camera.,['back'],front,False
A chair is in front of a bicycle relative to the bicycle. The bicycle is facing right relative to the camera.,['right'],left,False
A cow is to the left of a bench relative to the bench. The bench is facing toward the camera.,['right'],left,False
A cow is to the left of a bench relative to the bench. The bench is facing left relative to the camera.,['front'],right,False
A cow is to the left of a bench relative to the bench. The bench is facing away from the camera.,['left'],right,False
A cow is to the left of a bench relative to the bench. The bench is facing right relative to the camera.,['back'],left,False
A chicken is to the right of an umbrella.,['right'],right,True
A deer is in front of a sheep relative to the sheep. The sheep is facing toward the camera.,['front'],front,True
A deer is in front of a sheep relative to the sheep. The sheep is facing left relative to the camera.,['left'],right,False
A deer is in front of a sheep relative to the sheep. The sheep is facing away from the camera.,['back'],front,False
A deer is in front of a sheep relative to the sheep. The sheep is facing right relative to the camera.,['right'],left,False
A cow is on the right of a container and outside of the container.,['right'],right,True
A car is to the right of a cat from the cat's perspective. The cat is facing toward the camera.,['left'],left,True
A car is to the right of a cat from the cat's perspective. The cat is facing left relative to the camera.,['back'],left,False
A car is to the right of a cat from the cat's perspective. The cat is facing away from the camera.,['right'],left,False
A car is to the right of a cat from the cat's perspective. The cat is facing right relative to the camera.,['front'],left,False
A fire hydrant is outside and on the left of a car relative to the car. The car is facing toward the camera.,['right'],left,False
A fire hydrant is outside and on the left of a car relative to the car. The car is facing left relative to the camera.,['front'],left,False
A fire hydrant is outside and on the left of a car relative to the car. The car is facing away from the camera.,['left'],left,True
A fire hydrant is outside and on the left of a car relative to the car. The car is facing right relative to the camera.,['back'],left,False
A fire hydrant is behind a horse from the camera's perspective. The horse is facing toward the camera.,['back'],back,True
A fire hydrant is behind a horse from the camera's perspective. The horse is facing left relative to the camera.,['back'],back,True
A fire hydrant is behind a horse from the camera's perspective. The horse is facing away from the camera.,['back'],back,True
A fire hydrant is behind a horse from the camera's perspective. The horse is facing right relative to the camera.,['back'],left,False
A container is on the left of a car relative to the car. The car is facing toward the camera.,['right'],left,False
A container is on the left of a car relative to the car. The car is facing left relative to the camera.,['front'],right,False
A container is on the left of a car relative to the car. The car is facing away from the camera.,['left'],right,False
A container is on the left of a car relative to the car. The car is facing right relative to the camera.,['back'],left,False
A suitcase is back of a deer relative to the deer. The deer is facing toward the camera.,['back'],back,True
A suitcase is back of a deer relative to the deer. The deer is facing left relative to the camera.,['right'],right,True
A suitcase is back of a deer relative to the deer. The deer is facing away from the camera.,['front'],back,False
A suitcase is back of a deer relative to the deer. The deer is facing right relative to the camera.,['left'],left,True
A bus is back of a sheep from the camera's perspective. The sheep is facing toward the camera.,['back'],back,True
A bus is back of a sheep from the camera's perspective. The sheep is facing left relative to the camera.,['back'],right,False
A bus is back of a sheep from the camera's perspective. The sheep is facing away from the camera.,['back'],back,True
A bus is back of a sheep from the camera's perspective. The sheep is facing right relative to the camera.,['back'],left,False
A sheep is behind a cow from the camera angle. The cow is facing toward the camera.,['back'],back,True
A sheep is behind a cow from the camera angle. The cow is facing left relative to the camera.,['back'],right,False
A sheep is behind a cow from the camera angle. The cow is facing away from the camera.,['back'],back,True
A sheep is behind a cow from the camera angle. The cow is facing right relative to the camera.,['back'],back,True
A bench is back of a box and outside of the box.,['back'],back,True
A horse is back of a cat relative to the cat. The cat is facing toward the camera.,['back'],back,True
A horse is back of a cat relative to the cat. The cat is facing left relative to the camera.,['right'],right,True
A horse is back of a cat relative to the cat. The cat is facing away from the camera.,['front'],back,False
A horse is back of a cat relative to the cat. The cat is facing right relative to the camera.,['left'],left,True
A container is on the left of a dog relative to observer. The dog is facing toward the observer.,['left'],left,True
A container is on the left of a dog relative to observer. The dog is facing left relative to the observer.,['left'],right,False
A container is on the left of a dog relative to observer. The dog is facing away from the observer.,['left'],left,True
A container is on the left of a dog relative to observer. The dog is facing right relative to the observer.,['left'],left,True
An umbrella is on the right of a chicken relative to camera. The chicken is facing toward the camera.,['right'],left,False
An umbrella is on the right of a chicken relative to camera. The chicken is facing left relative to the camera.,['right'],right,True
An umbrella is on the right of a chicken relative to camera. The chicken is facing away from the camera.,['right'],left,False
An umbrella is on the right of a chicken relative to camera. The chicken is facing right relative to the camera.,['right'],left,False
A bag is inside and on the left of a bus relative to the bus. The bus is facing toward the camera.,['right'],left,False
A bag is inside and on the left of a bus relative to the bus. The bus is facing left relative to the camera.,['front'],left,False
A bag is inside and on the left of a bus relative to the bus. The bus is facing away from the camera.,['left'],right,False
A bag is inside and on the left of a bus relative to the bus. The bus is facing right relative to the camera.,['back'],left,False
A fire hydrant is outside and to the right of a bus from the bus's perspective. The bus is facing toward the camera.,['left'],right,False
A fire hydrant is outside and to the right of a bus from the bus's perspective. The bus is facing left relative to the camera.,['back'],right,False
A fire hydrant is outside and to the right of a bus from the bus's perspective. The bus is facing away from the camera.,['right'],left,False
A fire hydrant is outside and to the right of a bus from the bus's perspective. The bus is facing right relative to the camera.,['front'],left,False
A container is back of a tree.,['back'],back,True
An umbrella is inside and back of a car relative to observer. The car is facing toward the observer.,['back'],back,True
An umbrella is inside and back of a car relative to observer. The car is facing left relative to the observer.,['back'],right,False
An umbrella is inside and back of a car relative to observer. The car is facing away from the observer.,['back'],back,True
An umbrella is inside and back of a car relative to observer. The car is facing right relative to the observer.,['back'],left,False
A cow is behind a bench relative to observer. The bench is facing toward the observer.,['back'],back,True
A cow is behind a bench relative to observer. The bench is facing left relative to the observer.,['back'],right,False
A cow is behind a bench relative to observer. The bench is facing away from the observer.,['back'],back,True
A cow is behind a bench relative to observer. The bench is facing right relative to the observer.,['back'],left,False
A chicken is in front of a water tank.,['front'],front,True
A water tank is to the right of a bicycle from the bicycle's perspective. The bicycle is facing toward the camera.,['left'],left,True
A water tank is to the right of a bicycle from the bicycle's perspective. The bicycle is facing left relative to the camera.,['back'],left,False
A water tank is to the right of a bicycle from the bicycle's perspective. The bicycle is facing away from the camera.,['right'],left,False
A water tank is to the right of a bicycle from the bicycle's perspective. The bicycle is facing right relative to the camera.,['front'],right,False
A car is in front of a bus relative to observer. The bus is facing toward the observer.,['front'],front,True
A car is in front of a bus relative to observer. The bus is facing left relative to the observer.,['front'],right,False
A car is in front of a bus relative to observer. The bus is facing away from the observer.,['front'],front,True
A car is in front of a bus relative to observer. The bus is facing right relative to the observer.,['front'],left,False
A sheep is to the right of a bench relative to observer. The bench is facing toward the observer.,['right'],right,True
A sheep is to the right of a bench relative to observer. The bench is facing left relative to the observer.,['right'],right,True
A sheep is to the right of a bench relative to observer. The bench is facing away from the observer.,['right'],left,False
A sheep is to the right of a bench relative to observer. The bench is facing right relative to the observer.,['right'],left,False
A bus is to the right of a cow relative to camera. The cow is facing toward the camera.,['right'],right,True
A bus is to the right of a cow relative to camera. The cow is facing left relative to the camera.,['right'],right,True
A bus is to the right of a cow relative to camera. The cow is facing away from the camera.,['right'],left,False
A bus is to the right of a cow relative to camera. The cow is facing right relative to the camera.,['right'],left,False
A chair is in front of a dog from the dog's perspective. The dog is facing toward the camera.,['front'],front,True
A chair is in front of a dog from the dog's perspective. The dog is facing left relative to the camera.,['left'],right,False
A chair is in front of a dog from the dog's perspective. The dog is facing away from the camera.,['back'],front,False
A chair is in front of a dog from the dog's perspective. The dog is facing right relative to the camera.,['right'],left,False
A container is behind a bag.,['back'],back,True
A sheep is on the left of a container within the container.,['left'],left,True
A container is back of a dog from the camera angle. The dog is facing toward the camera.,['back'],back,True
A container is back of a dog from the camera angle. The dog is facing left relative to the camera.,['back'],right,False
A container is back of a dog from the camera angle. The dog is facing away from the camera.,['back'],back,True
A container is back of a dog from the camera angle. The dog is facing right relative to the camera.,['back'],left,False
A dog is back of a container inside the container.,['back'],left,False
A bench is to the right of a cow from my perspective. The cow is facing toward me.,['right'],left,False
A bench is to the right of a cow from my perspective. The cow is facing left relative to me.,['right'],left,False
A bench is to the right of a cow from my perspective. The cow is facing away from me.,['right'],left,False
A bench is to the right of a cow from my perspective. The cow is facing right relative to me.,['right'],left,False
A deer is on the left of a cat from the cat's perspective. The cat is facing toward the camera.,['right'],right,True
A deer is on the left of a cat from the cat's perspective. The cat is facing left relative to the camera.,['front'],right,False
A deer is on the left of a cat from the cat's perspective. The cat is facing away from the camera.,['left'],right,False
A deer is on the left of a cat from the cat's perspective. The cat is facing right relative to the camera.,['back'],right,False
A cat is in front of an umbrella.,['front'],front,True
A box is in front of a sheep from the sheep's perspective. The sheep is facing toward the camera.,['front'],front,True
A box is in front of a sheep from the sheep's perspective. The sheep is facing left relative to the camera.,['left'],right,False
A box is in front of a sheep from the sheep's perspective. The sheep is facing away from the camera.,['back'],front,False
A box is in front of a sheep from the sheep's perspective. The sheep is facing right relative to the camera.,['right'],left,False
A water tank is inside and on the right of a bus from the camera's perspective. The bus is facing toward the camera.,['right'],right,True
A water tank is inside and on the right of a bus from the camera's perspective. The bus is facing left relative to the camera.,['right'],right,True
A water tank is inside and on the right of a bus from the camera's perspective. The bus is facing away from the camera.,['right'],right,True
A water tank is inside and on the right of a bus from the camera's perspective. The bus is facing right relative to the camera.,['right'],left,False
A horse is to the right of a chair from my perspective. The chair is facing toward me.,['right'],left,False
A horse is to the right of a chair from my perspective. The chair is facing left relative to me.,['right'],right,True
A horse is to the right of a chair from my perspective. The chair is facing away from me.,['right'],left,False
A horse is to the right of a chair from my perspective. The chair is facing right relative to me.,['right'],left,False
A bag is to the right of a horse from my point of view. The horse is facing toward me.,['right'],right,True
A bag is to the right of a horse from my point of view. The horse is facing left relative to me.,['right'],left,False
A bag is to the right of a horse from my point of view. The horse is facing away from me.,['right'],left,False
A bag is to the right of a horse from my point of view. The horse is facing right relative to me.,['right'],left,False
A bag is on the right of a chicken from the chicken's perspective. The chicken is facing toward the camera.,['left'],left,True
A bag is on the right of a chicken from the chicken's perspective. The chicken is facing left relative to the camera.,['back'],right,False
A bag is on the right of a chicken from the chicken's perspective. The chicken is facing away from the camera.,['right'],left,False
A bag is on the right of a chicken from the chicken's perspective. The chicken is facing right relative to the camera.,['front'],left,False
A bag is in front of a horse from the camera angle. The horse is facing toward the camera.,['front'],front,True
A bag is in front of a horse from the camera angle. The horse is facing left relative to the camera.,['front'],front,True
A bag is in front of a horse from the camera angle. The horse is facing away from the camera.,['front'],back,False
A bag is in front of a horse from the camera angle. The horse is facing right relative to the camera.,['front'],left,False
A tree is on the right of a box and outside of the box.,['right'],right,True
A deer is to the right of a tree.,['right'],right,True
A fire hydrant is on the right of a horse from my perspective. The horse is facing toward me.,['right'],left,False
A fire hydrant is on the right of a horse from my perspective. The horse is facing left relative to me.,['right'],right,True
A fire hydrant is on the right of a horse from my perspective. The horse is facing away from me.,['right'],left,False
A fire hydrant is on the right of a horse from my perspective. The horse is facing right relative to me.,['right'],left,False
A suitcase is behind a bicycle relative to observer. The bicycle is facing toward the observer.,['back'],back,True
A suitcase is behind a bicycle relative to observer. The bicycle is facing left relative to the observer.,['back'],right,False
A suitcase is behind a bicycle relative to observer. The bicycle is facing away from the observer.,['back'],back,True
A suitcase is behind a bicycle relative to observer. The bicycle is facing right relative to the observer.,['back'],left,False
A bus is on the right of a bag.,['right'],right,True
A water tank is behind a car relative to the car. The car is facing toward the camera.,['back'],back,True
A water tank is behind a car relative to the car. The car is facing left relative to the camera.,['right'],right,True
A water tank is behind a car relative to the car. The car is facing away from the camera.,['front'],back,False
A water tank is behind a car relative to the car. The car is facing right relative to the camera.,['left'],left,True
A deer is on the right of a container and outside of the container.,['right'],right,True
A sheep is in front of a cat relative to the cat. The cat is facing toward the camera.,['front'],front,True
A sheep is in front of a cat relative to the cat. The cat is facing left relative to the camera.,['left'],right,False
A sheep is in front of a cat relative to the cat. The cat is facing away from the camera.,['back'],left,False
A sheep is in front of a cat relative to the cat. The cat is facing right relative to the camera.,['right'],left,False
A suitcase is back of a dog from the dog's perspective. The dog is facing toward the camera.,['back'],front,False
A suitcase is back of a dog from the dog's perspective. The dog is facing left relative to the camera.,['right'],right,True
A suitcase is back of a dog from the dog's perspective. The dog is facing away from the camera.,['front'],front,True
A suitcase is back of a dog from the dog's perspective. The dog is facing right relative to the camera.,['left'],left,True
A tree is to the right of a chair from my point of view. The chair is facing toward me.,['right'],left,False
A tree is to the right of a chair from my point of view. The chair is facing left relative to me.,['right'],left,False
A tree is to the right of a chair from my point of view. The chair is facing away from me.,['right'],left,False
A tree is to the right of a chair from my point of view. The chair is facing right relative to me.,['right'],left,False
An umbrella is on the right of a cat relative to camera. The cat is facing toward the camera.,['right'],left,False
An umbrella is on the right of a cat relative to camera. The cat is facing left relative to the camera.,['right'],right,True
An umbrella is on the right of a cat relative to camera. The cat is facing away from the camera.,['right'],right,True
An umbrella is on the right of a cat relative to camera. The cat is facing right relative to the camera.,['right'],left,False
A box is in front of a horse from the camera angle. The horse is facing toward the camera.,['front'],front,True
A box is in front of a horse from the camera angle. The horse is facing left relative to the camera.,['front'],right,False
A box is in front of a horse from the camera angle. The horse is facing away from the camera.,['front'],left,False
A box is in front of a horse from the camera angle. The horse is facing right relative to the camera.,['front'],left,False
A bag is to the left of a bench relative to camera. The bench is facing toward the camera.,['left'],left,True
A bag is to the left of a bench relative to camera. The bench is facing left relative to the camera.,['left'],right,False
A bag is to the left of a bench relative to camera. The bench is facing away from the camera.,['left'],left,True
A bag is to the left of a bench relative to camera. The bench is facing right relative to the camera.,['left'],left,True
A box is in front of a chicken relative to the chicken. The chicken is facing toward the camera.,['front'],back,False
A box is in front of a chicken relative to the chicken. The chicken is facing left relative to the camera.,['left'],right,False
A box is in front of a chicken relative to the chicken. The chicken is facing away from the camera.,['back'],back,True
A box is in front of a chicken relative to the chicken. The chicken is facing right relative to the camera.,['right'],left,False
A tree is on the right of a chicken relative to camera. The chicken is facing toward the camera.,['right'],right,True
A tree is on the right of a chicken relative to camera. The chicken is facing left relative to the camera.,['right'],left,False
A tree is on the right of a chicken relative to camera. The chicken is facing away from the camera.,['right'],left,False
A tree is on the right of a chicken relative to camera. The chicken is facing right relative to the camera.,['right'],left,False
A container is on the right of a dog relative to observer. The dog is facing toward the observer.,['right'],right,True
A container is on the right of a dog relative to observer. The dog is facing left relative to the observer.,['right'],left,False
A container is on the right of a dog relative to observer. The dog is facing away from the observer.,['right'],left,False
A container is on the right of a dog relative to observer. The dog is facing right relative to the observer.,['right'],left,False
A tree is back of a bicycle from my point of view. The bicycle is facing toward me.,['back'],back,True
A tree is back of a bicycle from my point of view. The bicycle is facing left relative to me.,['back'],right,False
A tree is back of a bicycle from my point of view. The bicycle is facing away from me.,['back'],back,True
A tree is back of a bicycle from my point of view. The bicycle is facing right relative to me.,['back'],left,False
A bus is to the left of a chicken from my point of view. The chicken is facing toward me.,['left'],right,False
A bus is to the left of a chicken from my point of view. The chicken is facing left relative to me.,['left'],right,False
A bus is to the left of a chicken from my point of view. The chicken is facing away from me.,['left'],right,False
A bus is to the left of a chicken from my point of view. The chicken is facing right relative to me.,['left'],right,False
A box is back of a container inside the container.,['back'],left,False
A dog is on the right of a cow from the camera angle. The cow is facing toward the camera.,['right'],left,False
A dog is on the right of a cow from the camera angle. The cow is facing left relative to the camera.,['right'],right,True
A dog is on the right of a cow from the camera angle. The cow is facing away from the camera.,['right'],left,False
A dog is on the right of a cow from the camera angle. The cow is facing right relative to the camera.,['right'],right,True
A bench is to the left of a bicycle from the bicycle's perspective. The bicycle is facing toward the camera.,['right'],right,True
A bench is to the left of a bicycle from the bicycle's perspective. The bicycle is facing left relative to the camera.,['front'],right,False
A bench is to the left of a bicycle from the bicycle's perspective. The bicycle is facing away from the camera.,['left'],right,False
A bench is to the left of a bicycle from the bicycle's perspective. The bicycle is facing right relative to the camera.,['back'],left,False
A bus is in front of a container and outside of the container.,['front'],front,True
A water tank is back of a deer from my perspective. The deer is facing toward me.,['back'],back,True
A water tank is back of a deer from my perspective. The deer is facing left relative to me.,['back'],left,False
A water tank is back of a deer from my perspective. The deer is facing away from me.,['back'],back,True
A water tank is back of a deer from my perspective. The deer is facing right relative to me.,['back'],left,False
A dog is on the left of a cow from the cow's perspective. The cow is facing toward the camera.,['right'],right,True
A dog is on the left of a cow from the cow's perspective. The cow is facing left relative to the camera.,['front'],right,False
A dog is on the left of a cow from the cow's perspective. The cow is facing away from the camera.,['left'],right,False
A dog is on the left of a cow from the cow's perspective. The cow is facing right relative to the camera.,['back'],right,False
A cow is behind a cat relative to the cat. The cat is facing toward the camera.,['back'],back,True
A cow is behind a cat relative to the cat. The cat is facing left relative to the camera.,['right'],right,True
A cow is behind a cat relative to the cat. The cat is facing away from the camera.,['front'],back,False
A cow is behind a cat relative to the cat. The cat is facing right relative to the camera.,['left'],left,True
A chair is in front of a dog from my perspective. The dog is facing toward me.,['front'],back,False
A chair is in front of a dog from my perspective. The dog is facing left relative to me.,['front'],right,False
A chair is in front of a dog from my perspective. The dog is facing away from me.,['front'],back,False
A chair is in front of a dog from my perspective. The dog is facing right relative to me.,['front'],left,False
A sheep is to the left of a bag.,['left'],left,True
A sheep is outside and in front of a car from the car's perspective. The car is facing toward the camera.,['front'],front,True
A sheep is outside and in front of a car from the car's perspective. The car is facing left relative to the camera.,['left'],right,False
A sheep is outside and in front of a car from the car's perspective. The car is facing away from the camera.,['back'],front,False
A sheep is outside and in front of a car from the car's perspective. The car is facing right relative to the camera.,['right'],left,False
A chicken is in front of a fire hydrant.,['front'],front,True
A fire hydrant is in front of a cat from the camera angle. The cat is facing toward the camera.,['front'],back,False
A fire hydrant is in front of a cat from the camera angle. The cat is facing left relative to the camera.,['front'],right,False
A fire hydrant is in front of a cat from the camera angle. The cat is facing away from the camera.,['front'],front,True
A fire hydrant is in front of a cat from the camera angle. The cat is facing right relative to the camera.,['front'],front,True
A fire hydrant is back of a dog from my perspective. The dog is facing toward me.,['back'],back,True
A fire hydrant is back of a dog from my perspective. The dog is facing left relative to me.,['back'],right,False
A fire hydrant is back of a dog from my perspective. The dog is facing away from me.,['back'],back,True
A fire hydrant is back of a dog from my perspective. The dog is facing right relative to me.,['back'],left,False
A bench is outside and on the left of a bus relative to camera. The bus is facing toward the camera.,['left'],left,True
A bench is outside and on the left of a bus relative to camera. The bus is facing left relative to the camera.,['left'],right,False
A bench is outside and on the left of a bus relative to camera. The bus is facing away from the camera.,['left'],left,True
A bench is outside and on the left of a bus relative to camera. The bus is facing right relative to the camera.,['left'],left,True
A chair is outside and in front of a car relative to the car. The car is facing toward the camera.,['front'],front,True
A chair is outside and in front of a car relative to the car. The car is facing left relative to the camera.,['left'],right,False
A chair is outside and in front of a car relative to the car. The car is facing away from the camera.,['back'],front,False
A chair is outside and in front of a car relative to the car. The car is facing right relative to the camera.,['right'],left,False
A horse is inside and at front of a bus from the bus's perspective. The bus is facing toward the camera.,['front'],front,True
A horse is inside and at front of a bus from the bus's perspective. The bus is facing left relative to the camera.,['left'],right,False
A horse is inside and at front of a bus from the bus's perspective. The bus is facing away from the camera.,['back'],front,False
A horse is inside and at front of a bus from the bus's perspective. The bus is facing right relative to the camera.,['right'],front,False
A horse is in front of a fire hydrant.,['front'],front,True
A chicken is back of a bicycle relative to the bicycle. The bicycle is facing toward the camera.,['back'],back,True
A chicken is back of a bicycle relative to the bicycle. The bicycle is facing left relative to the camera.,['right'],right,True
A chicken is back of a bicycle relative to the bicycle. The bicycle is facing away from the camera.,['front'],back,False
A chicken is back of a bicycle relative to the bicycle. The bicycle is facing right relative to the camera.,['left'],left,True
A chicken is in front of a container inside the container.,['front'],front,True
A bag is on the right of a chicken from my point of view. The chicken is facing toward me.,['right'],left,False
A bag is on the right of a chicken from my point of view. The chicken is facing left relative to me.,['right'],left,False
A bag is on the right of a chicken from my point of view. The chicken is facing away from me.,['right'],left,False
A bag is on the right of a chicken from my point of view. The chicken is facing right relative to me.,['right'],left,False
A bus is behind a bag.,['back'],back,True
A water tank is in front of a cat relative to the cat. The cat is facing toward the camera.,['front'],front,True
A water tank is in front of a cat relative to the cat. The cat is facing left relative to the camera.,['left'],right,False
A water tank is in front of a cat relative to the cat. The cat is facing away from the camera.,['back'],front,False
A water tank is in front of a cat relative to the cat. The cat is facing right relative to the camera.,['right'],front,False
A container is in front of a cow from my point of view. The cow is facing toward me.,['front'],back,False
A container is in front of a cow from my point of view. The cow is facing left relative to me.,['front'],right,False
A container is in front of a cow from my point of view. The cow is facing away from me.,['front'],front,True
A container is in front of a cow from my point of view. The cow is facing right relative to me.,['front'],left,False
A deer is on the left of a water tank.,['left'],left,True
A container is in front of a chair from the chair's perspective. The chair is facing toward the camera.,['front'],front,True
A container is in front of a chair from the chair's perspective. The chair is facing left relative to the camera.,['left'],right,False
A container is in front of a chair from the chair's perspective. The chair is facing away from the camera.,['back'],back,True
A container is in front of a chair from the chair's perspective. The chair is facing right relative to the camera.,['right'],left,False
A fire hydrant is inside and back of a car from the camera's perspective. The car is facing toward the camera.,['back'],back,True
A fire hydrant is inside and back of a car from the camera's perspective. The car is facing left relative to the camera.,['back'],right,False
A fire hydrant is inside and back of a car from the camera's perspective. The car is facing away from the camera.,['back'],back,True
A fire hydrant is inside and back of a car from the camera's perspective. The car is facing right relative to the camera.,['back'],left,False
An umbrella is outside and on the left of a car relative to observer. The car is facing toward the observer.,['left'],left,True
An umbrella is outside and on the left of a car relative to observer. The car is facing left relative to the observer.,['left'],left,True
An umbrella is outside and on the left of a car relative to observer. The car is facing away from the observer.,['left'],right,False
An umbrella is outside and on the left of a car relative to observer. The car is facing right relative to the observer.,['left'],left,True
A fire hydrant is back of a box and outside of the box.,['back'],back,True
A fire hydrant is outside and on the left of a car from the camera's perspective. The car is facing toward the camera.,['left'],left,True
A fire hydrant is outside and on the left of a car from the camera's perspective. The car is facing left relative to the camera.,['left'],left,True
A fire hydrant is outside and on the left of a car from the camera's perspective. The car is facing away from the camera.,['left'],left,True
A fire hydrant is outside and on the left of a car from the camera's perspective. The car is facing right relative to the camera.,['left'],left,True
A sheep is to the right of a box.,['right'],right,True
A sheep is on the left of a deer from the camera angle. The deer is facing toward the camera.,['left'],left,True
A sheep is on the left of a deer from the camera angle. The deer is facing left relative to the camera.,['left'],right,False
A sheep is on the left of a deer from the camera angle. The deer is facing away from the camera.,['left'],right,False
A sheep is on the left of a deer from the camera angle. The deer is facing right relative to the camera.,['left'],left,True
A cow is behind a chair from the camera's perspective. The chair is facing toward the camera.,['back'],back,True
A cow is behind a chair from the camera's perspective. The chair is facing left relative to the camera.,['back'],right,False
A cow is behind a chair from the camera's perspective. The chair is facing away from the camera.,['back'],back,True
A cow is behind a chair from the camera's perspective. The chair is facing right relative to the camera.,['back'],left,False
A chair is on the left of a chicken from my perspective. The chicken is facing toward me.,['left'],left,True
A chair is on the left of a chicken from my perspective. The chicken is facing left relative to me.,['left'],right,False
A chair is on the left of a chicken from my perspective. The chicken is facing away from me.,['left'],right,False
A chair is on the left of a chicken from my perspective. The chicken is facing right relative to me.,['left'],left,True
A bicycle is to the left of a chair relative to the chair. The chair is facing toward the camera.,['right'],left,False
A bicycle is to the left of a chair relative to the chair. The chair is facing left relative to the camera.,['front'],left,False
A bicycle is to the left of a chair relative to the chair. The chair is facing away from the camera.,['left'],left,True
A bicycle is to the left of a chair relative to the chair. The chair is facing right relative to the camera.,['back'],left,False
A cow is on the left of a chair from the chair's perspective. The chair is facing toward the camera.,['right'],left,False
A cow is on the left of a chair from the chair's perspective. The chair is facing left relative to the camera.,['front'],right,False
A cow is on the left of a chair from the chair's perspective. The chair is facing away from the camera.,['left'],right,False
