id,gold_answers,predicted_answer,correct
FRCLTEXT000798_left,right,front,False
FRCLTEXT000798_back,right,right,True
FRCLTEXT000798_right,right,front,False
FRCLTEXT000799_front,back,back,True
FRCLTEXT000799_left,back,right,False
FRCLTEXT000799_back,back,front,False
FRCLTEXT000799_right,back,left,False
FRCLTEXT000800,back,back,True
FRCLTEXT000801_front,left,right,False
FRCLTEXT000801_left,back,right,False
FRCLTEXT000801_back,right,left,False
FRCLTEXT000801_right,front,front,True
FRCLTEXT000802_front,left,right,False
FRCLTEXT000802_left,back,left,False
FRCLTEXT000802_back,right,left,False
FRCLTEXT000802_right,front,right,False
FRCLTEXT000803,front,front,True
FRCLTEXT000804_front,front,front,True
FRCLTEXT000804_left,front,front,True
FRCLTEXT000804_back,front,back,False
FRCLTEXT000804_right,front,left,False
FRCLTEXT000805,front,front,True
FRCLTEXT000806_front,right,right,True
FRCLTEXT000806_left,right,right,True
FRCLTEXT000806_back,right,right,True
FRCLTEXT000806_right,right,front,False
FRCLTEXT000807,right,right,True
FRCLTEXT000808,right,right,True
FRCLTEXT000809_front,back,back,True
FRCLTEXT000809_left,back,back,True
FRCLTEXT000809_back,back,front,False
FRCLTEXT000809_right,back,left,False
FRCLTEXT000810_front,right,left,False
FRCLTEXT000810_left,front,front,True
FRCLTEXT000810_back,left,right,False
FRCLTEXT000810_right,back,left,False
FRCLTEXT000811_front,back,back,True
FRCLTEXT000811_left,right,right,True
FRCLTEXT000811_back,front,front,True
FRCLTEXT000811_right,left,left,True
FRCLTEXT000812_front,back,back,True
FRCLTEXT000812_left,back,back,True
FRCLTEXT000812_back,back,back,True
FRCLTEXT000812_right,back,left,False
FRCLTEXT000813_front,back,back,True
FRCLTEXT000813_left,back,right,False
FRCLTEXT000813_back,back,back,True
FRCLTEXT000813_right,back,left,False
FRCLTEXT000814_front,right,right,True
FRCLTEXT000814_left,right,back,False
FRCLTEXT000814_back,right,right,True
FRCLTEXT000814_right,right,front,False
FRCLTEXT000815,back,back,True
FRCLTEXT000816,back,back,True
FRCLTEXT000817,left,left,True
FRCLTEXT000818_front,right,right,True
FRCLTEXT000818_left,right,front,False
FRCLTEXT000818_back,right,front,False
FRCLTEXT000818_right,right,right,True
FRCLTEXT000819_front,back,back,True
FRCLTEXT000819_left,right,right,True
FRCLTEXT000819_back,front,front,True
FRCLTEXT000819_right,left,left,True
FRCLTEXT000820_front,left,right,False
FRCLTEXT000820_left,back,right,False
FRCLTEXT000820_back,right,front,False
FRCLTEXT000820_right,front,right,False
FRCLTEXT000821_front,right,left,False
FRCLTEXT000821_left,front,front,True
FRCLTEXT000821_back,left,right,False
FRCLTEXT000821_right,back,left,False
FRCLTEXT000822_front,left,left,True
FRCLTEXT000822_left,left,front,False
FRCLTEXT000822_back,left,right,False
FRCLTEXT000822_right,left,left,True
FRCLTEXT000823_front,left,right,False
FRCLTEXT000823_left,back,right,False
FRCLTEXT000823_back,right,left,False
FRCLTEXT000823_right,front,right,False
FRCLTEXT000824_front,back,back,True
FRCLTEXT000824_left,right,right,True
FRCLTEXT000824_back,front,front,True
FRCLTEXT000824_right,left,left,True
FRCLTEXT000825,front,front,True
FRCLTEXT000826,back,back,True
FRCLTEXT000827_front,left,right,False
FRCLTEXT000827_left,back,left,False
FRCLTEXT000827_back,right,left,False
FRCLTEXT000827_right,front,front,True
FRCLTEXT000828_front,left,right,False
FRCLTEXT000828_left,back,right,False
FRCLTEXT000828_back,right,left,False
FRCLTEXT000828_right,front,front,True
FRCLTEXT000829_front,right,right,True
FRCLTEXT000829_left,right,right,True
FRCLTEXT000829_back,right,back,False
FRCLTEXT000829_right,right,right,True
FRCLTEXT000830_front,left,left,True
FRCLTEXT000830_left,left,front,False
FRCLTEXT000830_back,left,left,True
FRCLTEXT000830_right,left,left,True
FRCLTEXT000831,left,left,True
FRCLTEXT000832_front,left,right,False
FRCLTEXT000832_left,back,right,False
FRCLTEXT000832_back,right,left,False
FRCLTEXT000832_right,front,right,False
FRCLTEXT000833_front,front,front,True
FRCLTEXT000833_left,left,left,True
FRCLTEXT000833_back,back,back,True
FRCLTEXT000833_right,right,left,False
FRCLTEXT000834,front,front,True
FRCLTEXT000835_front,front,front,True
FRCLTEXT000835_left,front,right,False
FRCLTEXT000835_back,front,back,False
FRCLTEXT000835_right,front,left,False
FRCLTEXT000836_front,left,right,False
FRCLTEXT000836_left,back,right,False
FRCLTEXT000836_back,right,left,False
FRCLTEXT000836_right,front,right,False
FRCLTEXT000837,front,front,True
FRCLTEXT000838_front,left,right,False
FRCLTEXT000838_left,back,right,False
FRCLTEXT000838_back,right,left,False
FRCLTEXT000838_right,front,right,False
FRCLTEXT000839_front,front,front,True
FRCLTEXT000839_left,front,front,True
FRCLTEXT000839_back,front,back,False
FRCLTEXT000839_right,front,right,False
FRCLTEXT000840,back,back,True
FRCLTEXT000841_front,left,right,False
FRCLTEXT000841_left,back,right,False
FRCLTEXT000841_back,right,left,False
FRCLTEXT000841_right,front,right,False
FRCLTEXT000842_front,front,front,True
FRCLTEXT000842_left,front,front,True
FRCLTEXT000842_back,front,back,False
FRCLTEXT000842_right,front,front,True
FRCLTEXT000843_front,back,back,True
FRCLTEXT000843_left,right,right,True
FRCLTEXT000843_back,front,front,True
FRCLTEXT000843_right,left,left,True
FRCLTEXT000844_front,left,left,True
FRCLTEXT000844_left,left,right,False
FRCLTEXT000844_back,left,left,True
FRCLTEXT000844_right,left,left,True
FRCLTEXT000845_front,front,front,True
FRCLTEXT000845_left,left,right,False
FRCLTEXT000845_back,back,back,True
FRCLTEXT000845_right,right,left,False
FRCLTEXT000846_front,left,right,False
FRCLTEXT000846_left,back,right,False
FRCLTEXT000846_back,right,left,False
FRCLTEXT000846_right,front,right,False
FRCLTEXT000847_front,left,left,True
FRCLTEXT000847_left,left,right,False
FRCLTEXT000847_back,left,right,False
FRCLTEXT000847_right,left,left,True
FRCLTEXT000848_front,left,right,False
FRCLTEXT000848_left,back,right,False
FRCLTEXT000848_back,right,left,False
FRCLTEXT000848_right,front,right,False
FRCLTEXT000849_front,back,back,True
FRCLTEXT000849_left,right,right,True
FRCLTEXT000849_back,front,front,True
FRCLTEXT000849_right,left,left,True
FRCLTEXT000850_front,right,left,False
FRCLTEXT000850_left,front,front,True
FRCLTEXT000850_back,left,right,False
FRCLTEXT000850_right,back,left,False
FRCLTEXT000851_front,front,front,True
FRCLTEXT000851_left,front,left,False
FRCLTEXT000851_back,front,back,False
FRCLTEXT000851_right,front,left,False
FRCLTEXT000852_front,right,left,False
FRCLTEXT000852_left,front,left,False
FRCLTEXT000852_back,left,right,False
FRCLTEXT000852_right,back,left,False
FRCLTEXT000853_front,back,back,True
FRCLTEXT000853_left,right,right,True
FRCLTEXT000853_back,front,front,True
FRCLTEXT000853_right,left,left,True
FRCLTEXT000854_front,front,front,True
FRCLTEXT000854_left,front,right,False
FRCLTEXT000854_back,front,back,False
FRCLTEXT000854_right,front,left,False
FRCLTEXT000855_front,front,front,True
FRCLTEXT000855_left,front,front,True
FRCLTEXT000855_back,front,back,False
FRCLTEXT000855_right,front,front,True
FRCLTEXT000856_front,back,back,True
FRCLTEXT000856_left,back,back,True
FRCLTEXT000856_back,back,front,False
FRCLTEXT000856_right,back,left,False
FRCLTEXT000857_front,back,back,True
FRCLTEXT000857_left,back,back,True
FRCLTEXT000857_back,back,back,True
FRCLTEXT000857_right,back,back,True
FRCLTEXT000858,front,front,True
FRCLTEXT000859_front,left,left,True
FRCLTEXT000859_left,left,front,False
FRCLTEXT000859_back,left,right,False
FRCLTEXT000859_right,left,left,True
FRCLTEXT000860_front,back,back,True
FRCLTEXT000860_left,back,right,False
FRCLTEXT000860_back,back,front,False
FRCLTEXT000860_right,back,left,False
FRCLTEXT000861_front,right,left,False
FRCLTEXT000861_left,front,left,False
FRCLTEXT000861_back,left,right,False
FRCLTEXT000861_right,back,left,False
FRCLTEXT000862,front,front,True
FRCLTEXT000863_front,back,back,True
FRCLTEXT000863_left,right,right,True
FRCLTEXT000863_back,front,front,True
FRCLTEXT000863_right,left,left,True
FRCLTEXT000864_front,back,back,True
FRCLTEXT000864_left,right,right,True
FRCLTEXT000864_back,front,front,True
FRCLTEXT000864_right,left,left,True
FRCLTEXT000865_front,left,right,False
FRCLTEXT000865_left,left,front,False
FRCLTEXT000865_back,left,right,False
FRCLTEXT000865_right,left,left,True
FRCLTEXT000866_front,left,left,True
FRCLTEXT000866_left,left,front,False
FRCLTEXT000866_back,left,left,True
FRCLTEXT000866_right,left,left,True
FRCLTEXT000867_front,front,front,True
FRCLTEXT000867_left,left,right,False
FRCLTEXT000867_back,back,back,True
FRCLTEXT000867_right,right,left,False
FRCLTEXT000868,front,front,True
FRCLTEXT000869_front,front,front,True
FRCLTEXT000869_left,left,right,False
FRCLTEXT000869_back,back,back,True
FRCLTEXT000869_right,right,left,False
FRCLTEXT000870_front,back,back,True
FRCLTEXT000870_left,right,right,True
FRCLTEXT000870_back,front,front,True
FRCLTEXT000870_right,left,left,True
FRCLTEXT000871_front,right,left,False
FRCLTEXT000871_left,front,front,True
FRCLTEXT000871_back,left,right,False
FRCLTEXT000871_right,back,left,False
FRCLTEXT000872_front,front,front,True
FRCLTEXT000872_left,front,front,True
FRCLTEXT000872_back,front,back,False
FRCLTEXT000872_right,front,left,False
FRCLTEXT000873_front,back,back,True
FRCLTEXT000873_left,back,back,True
FRCLTEXT000873_back,back,front,False
FRCLTEXT000873_right,back,left,False
FRCLTEXT000874_front,back,back,True
FRCLTEXT000874_left,back,right,False
FRCLTEXT000874_back,back,front,False
FRCLTEXT000874_right,back,left,False
FRCLTEXT000875_front,right,right,True
FRCLTEXT000875_left,right,right,True
FRCLTEXT000875_back,right,right,True
FRCLTEXT000875_right,right,right,True
FRCLTEXT000876_front,front,front,True
FRCLTEXT000876_left,front,front,True
FRCLTEXT000876_back,front,back,False
FRCLTEXT000876_right,front,front,True
FRCLTEXT000877_front,left,right,False
FRCLTEXT000877_left,back,right,False
FRCLTEXT000877_back,right,left,False
FRCLTEXT000877_right,front,right,False
FRCLTEXT000878_front,front,front,True
FRCLTEXT000878_left,left,right,False
FRCLTEXT000878_back,back,back,True
FRCLTEXT000878_right,right,left,False
FRCLTEXT000879_front,left,left,True
FRCLTEXT000879_left,left,front,False
FRCLTEXT000879_back,left,left,True
FRCLTEXT000879_right,left,left,True
FRCLTEXT000880_front,right,right,True
FRCLTEXT000880_left,right,right,True
FRCLTEXT000880_back,right,right,True
FRCLTEXT000880_right,right,right,True
FRCLTEXT000881,front,front,True
FRCLTEXT000882_front,right,left,False
FRCLTEXT000882_left,front,left,False
FRCLTEXT000882_back,left,right,False
FRCLTEXT000882_right,back,left,False
FRCLTEXT000883,left,left,True
FRCLTEXT000884_front,front,back,False
FRCLTEXT000884_left,front,front,True
FRCLTEXT000884_back,front,back,False
FRCLTEXT000884_right,front,front,True
FRCLTEXT000885_front,front,front,True
FRCLTEXT000885_left,front,right,False
FRCLTEXT000885_back,front,front,True
FRCLTEXT000885_right,front,front,True
FRCLTEXT000886_front,front,front,True
FRCLTEXT000886_left,left,right,False
FRCLTEXT000886_back,back,back,True
FRCLTEXT000886_right,right,left,False
FRCLTEXT000887_front,front,front,True
FRCLTEXT000887_left,front,right,False
FRCLTEXT000887_back,front,back,False
FRCLTEXT000887_right,front,left,False
FRCLTEXT000888,front,front,True
FRCLTEXT000889_front,back,back,True
FRCLTEXT000889_left,back,back,True
FRCLTEXT000889_back,back,front,False
FRCLTEXT000889_right,back,left,False
FRCLTEXT000890_front,back,back,True
FRCLTEXT000890_left,right,right,True
FRCLTEXT000890_back,front,front,True
FRCLTEXT000890_right,left,left,True
FRCLTEXT000891,right,right,True
FRCLTEXT000892_front,left,left,True
FRCLTEXT000892_left,left,front,False
FRCLTEXT000892_back,left,right,False
FRCLTEXT000892_right,left,left,True
FRCLTEXT000893_front,back,back,True
FRCLTEXT000893_left,back,right,False
FRCLTEXT000893_back,back,front,False
FRCLTEXT000893_right,back,back,True
FRCLTEXT000894_front,back,back,True
FRCLTEXT000894_left,right,right,True
FRCLTEXT000894_back,front,front,True
FRCLTEXT000894_right,left,left,True
FRCLTEXT000895_front,back,back,True
FRCLTEXT000895_left,back,back,True
FRCLTEXT000895_back,back,front,False
FRCLTEXT000895_right,back,left,False
FRCLTEXT000896_front,right,left,False
FRCLTEXT000896_left,front,front,True
FRCLTEXT000896_back,left,right,False
FRCLTEXT000896_right,back,left,False
FRCLTEXT000897_front,front,front,True
FRCLTEXT000897_left,left,right,False
FRCLTEXT000897_back,back,back,True
FRCLTEXT000897_right,right,left,False
FRCLTEXT000898_front,front,front,True
FRCLTEXT000898_left,left,right,False
FRCLTEXT000898_back,back,back,True
FRCLTEXT000898_right,right,left,False
FRCLTEXT000899_front,left,left,True
FRCLTEXT000899_left,left,front,False
FRCLTEXT000899_back,left,left,True
FRCLTEXT000899_right,left,left,True
FRCLTEXT000900_front,right,right,True
FRCLTEXT000900_left,right,back,False
FRCLTEXT000900_back,right,right,True
FRCLTEXT000900_right,right,front,False
FRCLTEXT000901,front,front,True
FRCLTEXT000902,right,right,True
FRCLTEXT000903_front,right,left,False
FRCLTEXT000903_left,front,front,True
FRCLTEXT000903_back,left,right,False
FRCLTEXT000903_right,back,front,False
FRCLTEXT000904,back,back,True
FRCLTEXT000905_front,left,right,False
FRCLTEXT000905_left,back,right,False
FRCLTEXT000905_back,right,left,False
FRCLTEXT000905_right,front,right,False
FRCLTEXT000906,left,left,True
FRCLTEXT000907,front,front,True
FRCLTEXT000908_front,left,left,True
FRCLTEXT000908_left,left,back,False
FRCLTEXT000908_back,left,left,True
FRCLTEXT000908_right,left,left,True
FRCLTEXT000909_front,right,left,False
FRCLTEXT000909_left,front,left,False
FRCLTEXT000909_back,left,right,False
FRCLTEXT000909_right,back,left,False
FRCLTEXT000910,left,left,True
FRCLTEXT000911,right,right,True
FRCLTEXT000912_front,right,left,False
FRCLTEXT000912_left,front,front,True
FRCLTEXT000912_back,left,right,False
FRCLTEXT000912_right,back,front,False
FRCLTEXT000913_front,back,front,False
FRCLTEXT000913_left,back,right,False
FRCLTEXT000913_back,back,back,True
FRCLTEXT000913_right,back,left,False
FRCLTEXT000914_front,front,front,True
FRCLTEXT000914_left,left,right,False
FRCLTEXT000914_back,back,back,True
FRCLTEXT000914_right,right,left,False
FRCLTEXT000915_front,back,back,True
FRCLTEXT000915_left,back,back,True
FRCLTEXT000915_back,back,back,True
FRCLTEXT000915_right,back,back,True
FRCLTEXT000916_front,back,back,True
FRCLTEXT000916_left,right,right,True
FRCLTEXT000916_back,front,front,True
FRCLTEXT000916_right,left,left,True
FRCLTEXT000917,right,right,True
FRCLTEXT000918_front,back,back,True
FRCLTEXT000918_left,back,back,True
FRCLTEXT000918_back,back,back,True
FRCLTEXT000918_right,back,left,False
FRCLTEXT000919_front,front,back,False
FRCLTEXT000919_left,front,front,True
FRCLTEXT000919_back,front,back,False
FRCLTEXT000919_right,front,left,False
FRCLTEXT000920,back,back,True
FRCLTEXT000921_front,right,right,True
FRCLTEXT000921_left,right,right,True
FRCLTEXT000921_back,right,back,False
FRCLTEXT000921_right,right,front,False
FRCLTEXT000922_front,left,left,True
FRCLTEXT000922_left,left,front,False
FRCLTEXT000922_back,left,left,True
FRCLTEXT000922_right,left,left,True
FRCLTEXT000923,left,right,False
FRCLTEXT000924_front,back,back,True
FRCLTEXT000924_left,right,right,True
FRCLTEXT000924_back,front,front,True
FRCLTEXT000924_right,left,left,True
FRCLTEXT000925,right,right,True
FRCLTEXT000926_front,front,front,True
FRCLTEXT000926_left,left,right,False
FRCLTEXT000926_back,back,back,True
FRCLTEXT000926_right,right,left,False
FRCLTEXT000927,back,back,True
FRCLTEXT000928_front,left,right,False
FRCLTEXT000928_left,back,right,False
FRCLTEXT000928_back,right,left,False
FRCLTEXT000928_right,front,right,False
FRCLTEXT000929,left,left,True
FRCLTEXT000930_front,back,back,True
FRCLTEXT000930_left,right,right,True
FRCLTEXT000930_back,front,front,True
FRCLTEXT000930_right,left,left,True
FRCLTEXT000931_front,right,right,True
FRCLTEXT000931_left,right,right,True
FRCLTEXT000931_back,right,right,True
FRCLTEXT000931_right,right,front,False
FRCLTEXT000932_front,left,left,True
FRCLTEXT000932_left,left,front,False
FRCLTEXT000932_back,left,left,True
FRCLTEXT000932_right,left,left,True
FRCLTEXT000933_front,front,front,True
FRCLTEXT000933_left,left,right,False
FRCLTEXT000933_back,back,back,True
FRCLTEXT000933_right,right,left,False
FRCLTEXT000934_front,back,back,True
FRCLTEXT000934_left,right,right,True
FRCLTEXT000934_back,front,front,True
FRCLTEXT000934_right,left,left,True
FRCLTEXT000935_front,back,back,True
FRCLTEXT000935_left,back,right,False
FRCLTEXT000935_back,back,front,False
FRCLTEXT000935_right,back,left,False
FRCLTEXT000936_front,left,right,False
FRCLTEXT000936_left,back,right,False
FRCLTEXT000936_back,right,left,False
FRCLTEXT000936_right,front,right,False
FRCLTEXT000937_front,back,back,True
FRCLTEXT000937_left,back,back,True
FRCLTEXT000937_back,back,front,False
FRCLTEXT000937_right,back,left,False
FRCLTEXT000938,left,left,True
FRCLTEXT000939_front,right,left,False
FRCLTEXT000939_left,front,left,False
FRCLTEXT000939_back,left,right,False
FRCLTEXT000939_right,back,left,False
FRCLTEXT000940_front,back,front,False
FRCLTEXT000940_left,back,right,False
FRCLTEXT000940_back,back,front,False
FRCLTEXT000940_right,back,left,False
FRCLTEXT000941,front,front,True
FRCLTEXT000942_front,right,left,False
FRCLTEXT000942_left,front,front,True
FRCLTEXT000942_back,left,right,False
FRCLTEXT000942_right,back,front,False
FRCLTEXT000943_front,back,back,True
FRCLTEXT000943_left,right,right,True
FRCLTEXT000943_back,front,front,True
FRCLTEXT000943_right,left,left,True
FRCLTEXT000944,left,left,True
FRCLTEXT000945_front,right,left,False
FRCLTEXT000945_left,front,left,False
FRCLTEXT000945_back,left,right,False
FRCLTEXT000945_right,back,front,False
FRCLTEXT000946_front,right,right,True
FRCLTEXT000946_left,right,right,True
FRCLTEXT000946_back,right,right,True
FRCLTEXT000946_right,right,front,False
FRCLTEXT000947,front,right,False
FRCLTEXT000948_front,right,left,False
FRCLTEXT000948_left,front,front,True
FRCLTEXT000948_back,left,right,False
FRCLTEXT000948_right,back,left,False
FRCLTEXT000949,front,front,True
FRCLTEXT000950,left,left,True
FRCLTEXT000951_front,left,right,False
FRCLTEXT000951_left,left,right,False
FRCLTEXT000951_back,left,left,True
FRCLTEXT000951_right,left,left,True
FRCLTEXT000952_front,front,front,True
FRCLTEXT000952_left,left,left,True
FRCLTEXT000952_back,back,back,True
FRCLTEXT000952_right,right,left,False
FRCLTEXT000953_front,right,right,True
FRCLTEXT000953_left,right,right,True
FRCLTEXT000953_back,right,back,False
FRCLTEXT000953_right,right,right,True
FRCLTEXT000954_front,right,right,True
FRCLTEXT000954_left,right,back,False
FRCLTEXT000954_back,right,right,True
FRCLTEXT000954_right,right,front,False
FRCLTEXT000955_front,front,front,True
FRCLTEXT000955_left,front,front,True
FRCLTEXT000955_back,front,back,False
FRCLTEXT000955_right,front,front,True
FRCLTEXT000956_front,back,back,True
FRCLTEXT000956_left,back,back,True
FRCLTEXT000956_back,back,front,False
FRCLTEXT000956_right,back,back,True
FRCLTEXT000957_front,front,front,True
FRCLTEXT000957_left,left,left,True
FRCLTEXT000957_back,back,back,True
FRCLTEXT000957_right,right,left,False
FRCLTEXT000958,back,back,True
FRCLTEXT000959,back,back,True
FRCLTEXT000960,front,front,True
FRCLTEXT000961_front,back,back,True
FRCLTEXT000961_left,back,right,False
FRCLTEXT000961_back,back,back,True
FRCLTEXT000961_right,back,left,False
FRCLTEXT000962_front,front,front,True
FRCLTEXT000962_left,front,left,False
FRCLTEXT000962_back,front,back,False
FRCLTEXT000962_right,front,front,True
FRCLTEXT000963_front,right,left,False
FRCLTEXT000963_left,front,right,False
FRCLTEXT000963_back,left,right,False
FRCLTEXT000963_right,back,left,False
FRCLTEXT000964,right,right,True
FRCLTEXT000965,right,right,True
FRCLTEXT000966_front,left,right,False
FRCLTEXT000966_left,back,right,False
FRCLTEXT000966_back,right,left,False
FRCLTEXT000966_right,front,right,False
FRCLTEXT000967,back,back,True
FRCLTEXT000968_front,left,left,True
FRCLTEXT000968_left,left,front,False
FRCLTEXT000968_back,left,right,False
FRCLTEXT000968_right,left,left,True
FRCLTEXT000969_front,right,right,True
FRCLTEXT000969_left,right,right,True
FRCLTEXT000969_back,right,left,False
FRCLTEXT000969_right,right,front,False
FRCLTEXT000970,back,back,True
FRCLTEXT000971_front,back,back,True
FRCLTEXT000971_left,back,back,True
FRCLTEXT000971_back,back,back,True
FRCLTEXT000971_right,back,back,True
FRCLTEXT000972_front,right,left,False
FRCLTEXT000972_left,front,left,False
FRCLTEXT000972_back,left,right,False
FRCLTEXT000972_right,back,left,False
FRCLTEXT000973_front,back,back,True
FRCLTEXT000973_left,right,right,True
FRCLTEXT000973_back,front,front,True
FRCLTEXT000973_right,left,left,True
FRCLTEXT000974_front,front,front,True
FRCLTEXT000974_left,front,front,True
FRCLTEXT000974_back,front,back,False
FRCLTEXT000974_right,front,left,False
FRCLTEXT000975,back,back,True
FRCLTEXT000976_front,back,back,True
FRCLTEXT000976_left,right,right,True
FRCLTEXT000976_back,front,front,True
FRCLTEXT000976_right,left,left,True
FRCLTEXT000977_front,right,right,True
FRCLTEXT000977_left,right,right,True
FRCLTEXT000977_back,right,back,False
FRCLTEXT000977_right,right,front,False
FRCLTEXT000978_front,front,front,True
FRCLTEXT000978_left,left,left,True
FRCLTEXT000978_back,back,back,True
FRCLTEXT000978_right,right,left,False
FRCLTEXT000979_front,back,back,True
FRCLTEXT000979_left,right,right,True
FRCLTEXT000979_back,front,front,True
FRCLTEXT000979_right,left,left,True
FRCLTEXT000980_front,right,left,False
FRCLTEXT000980_left,front,front,True
FRCLTEXT000980_back,left,right,False
FRCLTEXT000980_right,back,left,False
FRCLTEXT000981_front,right,left,False
FRCLTEXT000981_left,front,front,True
FRCLTEXT000981_back,left,right,False
FRCLTEXT000981_right,back,front,False
FRCLTEXT000982_front,front,front,True
FRCLTEXT000982_left,left,right,False
FRCLTEXT000982_back,back,back,True
FRCLTEXT000982_right,right,left,False
FRCLTEXT000983,right,right,True
FRCLTEXT000984_front,right,left,False
FRCLTEXT000984_left,front,front,True
FRCLTEXT000984_back,left,right,False
FRCLTEXT000984_right,back,front,False
FRCLTEXT000985_front,left,right,False
FRCLTEXT000985_left,back,right,False
FRCLTEXT000985_back,right,left,False
FRCLTEXT000985_right,front,right,False
FRCLTEXT000986_front,front,front,True
FRCLTEXT000986_left,front,front,True
FRCLTEXT000986_back,front,back,False
FRCLTEXT000986_right,front,front,True
FRCLTEXT000987_front,back,back,True
FRCLTEXT000987_left,back,back,True
FRCLTEXT000987_back,back,back,True
FRCLTEXT000987_right,back,left,False
FRCLTEXT000988,front,front,True
FRCLTEXT000989_front,front,front,True
FRCLTEXT000989_left,left,right,False
FRCLTEXT000989_back,back,back,True
FRCLTEXT000989_right,right,left,False
FRCLTEXT000990_front,back,back,True
FRCLTEXT000990_left,right,right,True
FRCLTEXT000990_back,front,front,True
FRCLTEXT000990_right,left,left,True
FRCLTEXT000991,left,left,True
FRCLTEXT000992_front,left,right,False
FRCLTEXT000992_left,back,right,False
FRCLTEXT000992_back,right,front,False
FRCLTEXT000992_right,front,right,False
FRCLTEXT000993,left,left,True
FRCLTEXT000994,back,back,True
FRCLTEXT000995,left,left,True
FRCLTEXT000996_front,right,left,False
FRCLTEXT000996_left,front,front,True
FRCLTEXT000996_back,left,right,False
FRCLTEXT000996_right,back,front,False
FRCLTEXT000997,right,right,True
FRCLTEXT000998_front,back,back,True
FRCLTEXT000998_left,back,right,False
FRCLTEXT000998_back,back,front,False
FRCLTEXT000998_right,back,left,False
FRCLTEXT000999_front,back,back,True
FRCLTEXT000999_left,back,right,False
FRCLTEXT000999_back,back,front,False
FRCLTEXT000999_right,back,left,False
FRCLTEXT001000_front,back,back,True
FRCLTEXT001000_left,right,right,True
FRCLTEXT001000_back,front,front,True
FRCLTEXT001000_right,left,left,True
FRCLTEXT001001_front,front,front,True
FRCLTEXT001001_left,left,right,False
FRCLTEXT001001_back,back,back,True
FRCLTEXT001001_right,right,left,False
FRCLTEXT001002_front,front,front,True
FRCLTEXT001002_left,front,front,True
FRCLTEXT001002_back,front,front,True
FRCLTEXT001002_right,front,front,True
FRCLTEXT001003_front,right,right,True
FRCLTEXT001003_left,right,back,False
FRCLTEXT001003_back,right,right,True
FRCLTEXT001003_right,right,right,True
FRCLTEXT001004_front,back,back,True
FRCLTEXT001004_left,right,right,True
FRCLTEXT001004_back,front,front,True
FRCLTEXT001004_right,left,left,True
FRCLTEXT001005_front,right,left,False
FRCLTEXT001005_left,front,front,True
FRCLTEXT001005_back,left,right,False
FRCLTEXT001005_right,back,left,False
FRCLTEXT001006_front,left,left,True
FRCLTEXT001006_left,left,front,False
FRCLTEXT001006_back,left,left,True
FRCLTEXT001006_right,left,left,True
FRCLTEXT001007_front,right,left,False
FRCLTEXT001007_left,front,front,True
FRCLTEXT001007_back,left,right,False
FRCLTEXT001007_right,back,left,False
FRCLTEXT001008,front,front,True
FRCLTEXT001009_front,left,right,False
FRCLTEXT001009_left,back,right,False
FRCLTEXT001009_back,right,left,False
FRCLTEXT001009_right,front,right,False
FRCLTEXT001010_front,front,front,True
FRCLTEXT001010_left,left,right,False
FRCLTEXT001010_back,back,back,True
FRCLTEXT001010_right,right,left,False
FRCLTEXT001011_front,left,left,True
FRCLTEXT001011_left,left,front,False
FRCLTEXT001011_back,left,left,True
FRCLTEXT001011_right,left,left,True
FRCLTEXT001012_front,back,back,True
FRCLTEXT001012_left,right,right,True
FRCLTEXT001012_back,front,front,True
FRCLTEXT001012_right,left,left,True
FRCLTEXT001013_front,left,right,False
FRCLTEXT001013_left,back,right,False
FRCLTEXT001013_back,right,left,False
FRCLTEXT001013_right,front,right,False
FRCLTEXT001014_front,left,left,True
FRCLTEXT001014_left,left,front,False
FRCLTEXT001014_back,left,left,True
FRCLTEXT001014_right,left,left,True
FRCLTEXT001015,front,front,True
FRCLTEXT001016_front,right,right,True
FRCLTEXT001016_left,right,right,True
FRCLTEXT001016_back,right,right,True
FRCLTEXT001016_right,right,front,False
FRCLTEXT001017_front,left,right,False
FRCLTEXT001017_left,back,left,False
FRCLTEXT001017_back,right,left,False
FRCLTEXT001017_right,front,right,False
FRCLTEXT001018_front,back,back,True
FRCLTEXT001018_left,right,right,True
FRCLTEXT001018_back,front,front,True
FRCLTEXT001018_right,left,left,True
FRCLTEXT001019_front,back,back,True
FRCLTEXT001019_left,right,right,True
FRCLTEXT001019_back,front,front,True
FRCLTEXT001019_right,left,left,True
FRCLTEXT001020_front,left,left,True
FRCLTEXT001020_left,left,front,False
FRCLTEXT001020_back,left,right,False
FRCLTEXT001020_right,left,left,True
FRCLTEXT001021_front,front,front,True
FRCLTEXT001021_left,left,right,False
FRCLTEXT001021_back,back,back,True
FRCLTEXT001021_right,right,left,False
FRCLTEXT001022,left,left,True
FRCLTEXT001023_front,left,right,False
FRCLTEXT001023_left,back,right,False
FRCLTEXT001023_back,right,left,False
FRCLTEXT001023_right,front,right,False
FRCLTEXT001024,left,left,True
FRCLTEXT001025_front,right,left,False
FRCLTEXT001025_left,front,front,True
FRCLTEXT001025_back,left,right,False
FRCLTEXT001025_right,back,left,False
FRCLTEXT001026,left,left,True
FRCLTEXT001027,right,right,True
FRCLTEXT001028_front,front,front,True
FRCLTEXT001028_left,front,front,True
FRCLTEXT001028_back,front,front,True
FRCLTEXT001028_right,front,front,True
FRCLTEXT001029_front,right,left,False
FRCLTEXT001029_left,front,front,True
