id,frame_of_reference_category,gold_answers,predicted_answer,correct
FRCLTEXT000638_left,external relative,right,right,True
FRCLTEXT000638_back,external relative,right,front,False
FRCLTEXT000638_right,external relative,right,right,True
FRCLTEXT000639_front,external intrinsic,front,front,True
FRCLTEXT000639_left,external intrinsic,left,left,True
FRCLTEXT000639_back,external intrinsic,back,back,True
FRCLTEXT000639_right,external intrinsic,right,back,False
FRCLTEXT000640_front,external relative,right,right,True
FRCLTEXT000640_left,external relative,right,right,True
FRCLTEXT000640_back,external relative,right,right,True
FRCLTEXT000640_right,external relative,right,right,True
FRCLTEXT000641,internal relative,back,back,True
FRCLTEXT000642_front,external relative,front,front,True
FRCLTEXT000642_left,external relative,front,front,True
FRCLTEXT000642_back,external relative,front,front,True
FRCLTEXT000642_right,external relative,front,front,True
FRCLTEXT000643_front,external intrinsic,front,front,True
FRCLTEXT000643_left,external intrinsic,left,left,True
FRCLTEXT000643_back,external intrinsic,back,back,True
FRCLTEXT000643_right,external intrinsic,right,back,False
FRCLTEXT000644_front,external intrinsic,back,back,True
FRCLTEXT000644_left,external intrinsic,right,right,True
FRCLTEXT000644_back,external intrinsic,front,front,True
FRCLTEXT000644_right,external intrinsic,left,left,True
FRCLTEXT000645_front,external relative,back,back,True
FRCLTEXT000645_left,external relative,back,back,True
FRCLTEXT000645_back,external relative,back,back,True
FRCLTEXT000645_right,external relative,back,right,False
FRCLTEXT000646_front,external relative,right,right,True
FRCLTEXT000646_left,external relative,right,right,True
FRCLTEXT000646_back,external relative,right,right,True
FRCLTEXT000646_right,external relative,right,right,True
FRCLTEXT000647_front,external relative,right,right,True
FRCLTEXT000647_left,external relative,right,right,True
FRCLTEXT000647_back,external relative,right,right,True
FRCLTEXT000647_right,external relative,right,right,True
FRCLTEXT000648_front,external relative,left,left,True
FRCLTEXT000648_left,external relative,left,left,True
FRCLTEXT000648_back,external relative,left,left,True
FRCLTEXT000648_right,external relative,left,left,True
FRCLTEXT000649_front,internal intrinsic,left,front,False
FRCLTEXT000649_left,internal intrinsic,back,back,True
FRCLTEXT000649_back,internal intrinsic,right,right,True
FRCLTEXT000649_right,internal intrinsic,front,front,True
FRCLTEXT000650_front,external intrinsic,left,left,True
FRCLTEXT000650_left,external intrinsic,back,back,True
FRCLTEXT000650_back,external intrinsic,right,right,True
FRCLTEXT000650_right,external intrinsic,front,back,False
FRCLTEXT000651_front,external intrinsic,left,left,True
FRCLTEXT000651_left,external intrinsic,back,back,True
FRCLTEXT000651_back,external intrinsic,right,right,True
FRCLTEXT000651_right,external intrinsic,front,front,True
FRCLTEXT000652_front,external relative,back,back,True
FRCLTEXT000652_left,external relative,back,back,True
FRCLTEXT000652_back,external relative,back,back,True
FRCLTEXT000652_right,external relative,back,back,True
FRCLTEXT000653,external relative,left,left,True
FRCLTEXT000654_front,external relative,right,right,True
FRCLTEXT000654_left,external relative,right,right,True
FRCLTEXT000654_back,external relative,right,right,True
FRCLTEXT000654_right,external relative,right,right,True
FRCLTEXT000655_front,external intrinsic,left,left,True
FRCLTEXT000655_left,external intrinsic,back,back,True
FRCLTEXT000655_back,external intrinsic,right,right,True
FRCLTEXT000655_right,external intrinsic,front,front,True
FRCLTEXT000656_front,external intrinsic,back,back,True
FRCLTEXT000656_left,external intrinsic,right,right,True
FRCLTEXT000656_back,external intrinsic,front,front,True
FRCLTEXT000656_right,external intrinsic,left,left,True
FRCLTEXT000657_front,external intrinsic,right,right,True
FRCLTEXT000657_left,external intrinsic,front,front,True
FRCLTEXT000657_back,external intrinsic,left,left,True
FRCLTEXT000657_right,external intrinsic,back,back,True
FRCLTEXT000658_front,external relative,left,left,True
FRCLTEXT000658_left,external relative,left,left,True
FRCLTEXT000658_back,external relative,left,left,True
FRCLTEXT000658_right,external relative,left,left,True
FRCLTEXT000659_front,external relative,back,back,True
FRCLTEXT000659_left,external relative,back,back,True
FRCLTEXT000659_back,external relative,back,back,True
FRCLTEXT000659_right,external relative,back,back,True
FRCLTEXT000660,external relative,front,front,True
FRCLTEXT000661,internal relative,right,right,True
FRCLTEXT000662_front,external relative,back,back,True
FRCLTEXT000662_left,external relative,back,right,False
FRCLTEXT000662_back,external relative,back,back,True
FRCLTEXT000662_right,external relative,back,right,False
FRCLTEXT000663_front,external relative,back,back,True
FRCLTEXT000663_left,external relative,back,back,True
FRCLTEXT000663_back,external relative,back,back,True
FRCLTEXT000663_right,external relative,back,front,False
FRCLTEXT000664_front,external relative,front,right,False
FRCLTEXT000664_left,external relative,front,front,True
FRCLTEXT000664_back,external relative,front,front,True
FRCLTEXT000664_right,external relative,front,right,False
FRCLTEXT000665,external relative,back,back,True
FRCLTEXT000666_front,external intrinsic,front,front,True
FRCLTEXT000666_left,external intrinsic,left,left,True
FRCLTEXT000666_back,external intrinsic,back,back,True
FRCLTEXT000666_right,external intrinsic,right,right,True
FRCLTEXT000667_front,external relative,back,right,False
FRCLTEXT000667_left,external relative,back,back,True
FRCLTEXT000667_back,external relative,back,back,True
FRCLTEXT000667_right,external relative,back,back,True
FRCLTEXT000668_front,external intrinsic,front,front,True
FRCLTEXT000668_left,external intrinsic,left,left,True
FRCLTEXT000668_back,external intrinsic,back,back,True
FRCLTEXT000668_right,external intrinsic,right,right,True
FRCLTEXT000669_front,external intrinsic,left,left,True
FRCLTEXT000669_left,external intrinsic,back,back,True
FRCLTEXT000669_back,external intrinsic,right,right,True
FRCLTEXT000669_right,external intrinsic,front,front,True
FRCLTEXT000670_front,external relative,front,front,True
FRCLTEXT000670_left,external relative,front,right,False
FRCLTEXT000670_back,external relative,front,front,True
FRCLTEXT000670_right,external relative,front,front,True
FRCLTEXT000671_front,external intrinsic,front,front,True
FRCLTEXT000671_left,external intrinsic,left,left,True
FRCLTEXT000671_back,external intrinsic,back,back,True
FRCLTEXT000671_right,external intrinsic,right,right,True
FRCLTEXT000672,external relative,left,left,True
FRCLTEXT000673_front,internal relative,front,right,False
FRCLTEXT000673_left,internal relative,front,front,True
FRCLTEXT000673_back,internal relative,front,front,True
FRCLTEXT000673_right,internal relative,front,front,True
FRCLTEXT000674_front,external relative,right,right,True
FRCLTEXT000674_left,external relative,right,right,True
FRCLTEXT000674_back,external relative,right,right,True
FRCLTEXT000674_right,external relative,right,right,True
FRCLTEXT000675_front,external intrinsic,back,back,True
FRCLTEXT000675_left,external intrinsic,right,right,True
FRCLTEXT000675_back,external intrinsic,front,front,True
FRCLTEXT000675_right,external intrinsic,left,left,True
FRCLTEXT000676_front,external intrinsic,right,right,True
FRCLTEXT000676_left,external intrinsic,front,front,True
FRCLTEXT000676_back,external intrinsic,left,left,True
FRCLTEXT000676_right,external intrinsic,back,back,True
FRCLTEXT000677,external relative,back,back,True
FRCLTEXT000678_front,external intrinsic,right,right,True
FRCLTEXT000678_left,external intrinsic,front,front,True
FRCLTEXT000678_back,external intrinsic,left,left,True
FRCLTEXT000678_right,external intrinsic,back,back,True
FRCLTEXT000679_front,external relative,left,left,True
FRCLTEXT000679_left,external relative,left,left,True
FRCLTEXT000679_back,external relative,left,left,True
FRCLTEXT000679_right,external relative,left,left,True
FRCLTEXT000680_front,external intrinsic,back,front,False
FRCLTEXT000680_left,external intrinsic,right,right,True
FRCLTEXT000680_back,external intrinsic,front,front,True
FRCLTEXT000680_right,external intrinsic,left,left,True
FRCLTEXT000681,external relative,right,right,True
FRCLTEXT000682_front,internal intrinsic,back,back,True
FRCLTEXT000682_left,internal intrinsic,right,right,True
FRCLTEXT000682_back,internal intrinsic,front,front,True
FRCLTEXT000682_right,internal intrinsic,left,left,True
FRCLTEXT000683_front,external relative,front,front,True
FRCLTEXT000683_left,external relative,front,front,True
FRCLTEXT000683_back,external relative,front,front,True
FRCLTEXT000683_right,external relative,front,front,True
FRCLTEXT000684_front,external intrinsic,right,right,True
FRCLTEXT000684_left,external intrinsic,front,front,True
FRCLTEXT000684_back,external intrinsic,left,left,True
FRCLTEXT000684_right,external intrinsic,back,back,True
FRCLTEXT000685,internal relative,front,front,True
FRCLTEXT000686_front,internal relative,back,back,True
FRCLTEXT000686_left,internal relative,back,back,True
FRCLTEXT000686_back,internal relative,back,back,True
FRCLTEXT000686_right,internal relative,back,back,True
FRCLTEXT000687_front,external intrinsic,right,right,True
FRCLTEXT000687_left,external intrinsic,front,front,True
FRCLTEXT000687_back,external intrinsic,left,left,True
FRCLTEXT000687_right,external intrinsic,back,back,True
FRCLTEXT000688_front,internal intrinsic,back,front,False
FRCLTEXT000688_left,internal intrinsic,right,right,True
FRCLTEXT000688_back,internal intrinsic,front,front,True
FRCLTEXT000688_right,internal intrinsic,left,left,True
FRCLTEXT000689,external relative,back,back,True
FRCLTEXT000690_front,external relative,right,right,True
FRCLTEXT000690_left,external relative,right,right,True
FRCLTEXT000690_back,external relative,right,right,True
FRCLTEXT000690_right,external relative,right,right,True
FRCLTEXT000691_front,external intrinsic,left,left,True
FRCLTEXT000691_left,external intrinsic,back,back,True
FRCLTEXT000691_back,external intrinsic,right,right,True
FRCLTEXT000691_right,external intrinsic,front,front,True
FRCLTEXT000692_front,internal intrinsic,back,front,False
FRCLTEXT000692_left,internal intrinsic,right,right,True
FRCLTEXT000692_back,internal intrinsic,front,front,True
FRCLTEXT000692_right,internal intrinsic,left,left,True
FRCLTEXT000693_front,external relative,right,right,True
FRCLTEXT000693_left,external relative,right,right,True
FRCLTEXT000693_back,external relative,right,right,True
FRCLTEXT000693_right,external relative,right,right,True
FRCLTEXT000694,external relative,front,front,True
FRCLTEXT000695,internal relative,front,front,True
FRCLTEXT000696_front,external intrinsic,left,back,False
FRCLTEXT000696_left,external intrinsic,back,back,True
FRCLTEXT000696_back,external intrinsic,right,right,True
FRCLTEXT000696_right,external intrinsic,front,front,True
FRCLTEXT000697,external relative,left,left,True
FRCLTEXT000698_front,external relative,front,front,True
FRCLTEXT000698_left,external relative,front,right,False
FRCLTEXT000698_back,external relative,front,front,True
FRCLTEXT000698_right,external relative,front,front,True
FRCLTEXT000699_front,external intrinsic,left,front,False
FRCLTEXT000699_left,external intrinsic,back,back,True
FRCLTEXT000699_back,external intrinsic,right,right,True
FRCLTEXT000699_right,external intrinsic,front,front,True
FRCLTEXT000700_front,external intrinsic,front,front,True
FRCLTEXT000700_left,external intrinsic,left,left,True
FRCLTEXT000700_back,external intrinsic,back,back,True
FRCLTEXT000700_right,external intrinsic,right,right,True
FRCLTEXT000701_front,internal relative,front,front,True
FRCLTEXT000701_left,internal relative,front,front,True
FRCLTEXT000701_back,internal relative,front,front,True
FRCLTEXT000701_right,internal relative,front,front,True
FRCLTEXT000702_front,external intrinsic,left,front,False
FRCLTEXT000702_left,external intrinsic,back,back,True
FRCLTEXT000702_back,external intrinsic,right,right,True
FRCLTEXT000702_right,external intrinsic,front,front,True
FRCLTEXT000703_front,external relative,back,back,True
FRCLTEXT000703_left,external relative,back,back,True
FRCLTEXT000703_back,external relative,back,back,True
FRCLTEXT000703_right,external relative,back,back,True
FRCLTEXT000704_front,internal relative,front,right,False
FRCLTEXT000704_left,internal relative,front,front,True
FRCLTEXT000704_back,internal relative,front,right,False
FRCLTEXT000704_right,internal relative,front,front,True
FRCLTEXT000705,external relative,back,back,True
FRCLTEXT000706_front,external relative,back,back,True
FRCLTEXT000706_left,external relative,back,back,True
FRCLTEXT000706_back,external relative,back,back,True
FRCLTEXT000706_right,external relative,back,back,True
FRCLTEXT000707_front,external relative,back,back,True
FRCLTEXT000707_left,external relative,back,back,True
FRCLTEXT000707_back,external relative,back,back,True
FRCLTEXT000707_right,external relative,back,right,False
FRCLTEXT000708_front,external intrinsic,back,back,True
FRCLTEXT000708_left,external intrinsic,right,right,True
FRCLTEXT000708_back,external intrinsic,front,front,True
FRCLTEXT000708_right,external intrinsic,left,left,True
FRCLTEXT000709_front,external intrinsic,left,left,True
FRCLTEXT000709_left,external intrinsic,back,back,True
FRCLTEXT000709_back,external intrinsic,right,right,True
FRCLTEXT000709_right,external intrinsic,front,front,True
FRCLTEXT000710_front,internal intrinsic,left,left,True
FRCLTEXT000710_left,internal intrinsic,back,back,True
FRCLTEXT000710_back,internal intrinsic,right,front,False
FRCLTEXT000710_right,internal intrinsic,front,front,True
FRCLTEXT000711,internal relative,right,right,True
FRCLTEXT000712,external relative,front,front,True
FRCLTEXT000713_front,external relative,back,back,True
FRCLTEXT000713_left,external relative,back,back,True
FRCLTEXT000713_back,external relative,back,back,True
FRCLTEXT000713_right,external relative,back,back,True
FRCLTEXT000714_front,external relative,back,back,True
FRCLTEXT000714_left,external relative,back,back,True
FRCLTEXT000714_back,external relative,back,back,True
FRCLTEXT000714_right,external relative,back,back,True
FRCLTEXT000715_front,internal intrinsic,left,left,True
FRCLTEXT000715_left,internal intrinsic,back,back,True
FRCLTEXT000715_back,internal intrinsic,right,right,True
FRCLTEXT000715_right,internal intrinsic,front,front,True
FRCLTEXT000716_front,internal relative,front,front,True
FRCLTEXT000716_left,internal relative,front,front,True
FRCLTEXT000716_back,internal relative,front,front,True
FRCLTEXT000716_right,internal relative,front,front,True
FRCLTEXT000717,external relative,front,front,True
FRCLTEXT000718_front,internal intrinsic,right,right,True
FRCLTEXT000718_left,internal intrinsic,front,front,True
FRCLTEXT000718_back,internal intrinsic,left,left,True
FRCLTEXT000718_right,internal intrinsic,back,back,True
FRCLTEXT000719,external relative,front,front,True
FRCLTEXT000720_front,external intrinsic,front,front,True
FRCLTEXT000720_left,external intrinsic,left,left,True
FRCLTEXT000720_back,external intrinsic,back,front,False
FRCLTEXT000720_right,external intrinsic,right,right,True
FRCLTEXT000721,internal relative,right,right,True
FRCLTEXT000722_front,external relative,back,back,True
FRCLTEXT000722_left,external relative,back,back,True
FRCLTEXT000722_back,external relative,back,front,False
FRCLTEXT000722_right,external relative,back,front,False
FRCLTEXT000723_front,external intrinsic,front,front,True
FRCLTEXT000723_left,external intrinsic,left,left,True
FRCLTEXT000723_back,external intrinsic,back,back,True
FRCLTEXT000723_right,external intrinsic,right,back,False
FRCLTEXT000724_front,external intrinsic,front,front,True
FRCLTEXT000724_left,external intrinsic,left,left,True
FRCLTEXT000724_back,external intrinsic,back,back,True
FRCLTEXT000724_right,external intrinsic,right,right,True
FRCLTEXT000725,external relative,front,front,True
FRCLTEXT000726_front,external intrinsic,right,right,True
FRCLTEXT000726_left,external intrinsic,front,front,True
FRCLTEXT000726_back,external intrinsic,left,left,True
FRCLTEXT000726_right,external intrinsic,back,back,True
FRCLTEXT000727_front,external intrinsic,left,left,True
FRCLTEXT000727_left,external intrinsic,back,back,True
FRCLTEXT000727_back,external intrinsic,right,right,True
FRCLTEXT000727_right,external intrinsic,front,front,True
FRCLTEXT000728_front,external intrinsic,back,back,True
FRCLTEXT000728_left,external intrinsic,right,right,True
FRCLTEXT000728_back,external intrinsic,front,front,True
FRCLTEXT000728_right,external intrinsic,left,left,True
FRCLTEXT000729_front,external intrinsic,front,front,True
FRCLTEXT000729_left,external intrinsic,left,back,False
FRCLTEXT000729_back,external intrinsic,back,back,True
FRCLTEXT000729_right,external intrinsic,right,right,True
FRCLTEXT000730_front,external intrinsic,front,front,True
FRCLTEXT000730_left,external intrinsic,left,left,True
FRCLTEXT000730_back,external intrinsic,back,back,True
FRCLTEXT000730_right,external intrinsic,right,right,True
FRCLTEXT000731_front,external intrinsic,front,front,True
FRCLTEXT000731_left,external intrinsic,left,left,True
FRCLTEXT000731_back,external intrinsic,back,back,True
FRCLTEXT000731_right,external intrinsic,right,right,True
FRCLTEXT000732_front,external intrinsic,back,back,True
FRCLTEXT000732_left,external intrinsic,right,right,True
FRCLTEXT000732_back,external intrinsic,front,front,True
FRCLTEXT000732_right,external intrinsic,left,front,False
FRCLTEXT000733_front,external intrinsic,right,right,True
FRCLTEXT000733_left,external intrinsic,front,back,False
FRCLTEXT000733_back,external intrinsic,left,left,True
FRCLTEXT000733_right,external intrinsic,back,back,True
FRCLTEXT000734_front,external intrinsic,left,left,True
FRCLTEXT000734_left,external intrinsic,back,back,True
FRCLTEXT000734_back,external intrinsic,right,right,True
FRCLTEXT000734_right,external intrinsic,front,front,True
FRCLTEXT000735,internal relative,left,left,True
FRCLTEXT000736_front,external relative,right,right,True
FRCLTEXT000736_left,external relative,right,right,True
FRCLTEXT000736_back,external relative,right,right,True
FRCLTEXT000736_right,external relative,right,right,True
FRCLTEXT000737_front,internal relative,front,front,True
FRCLTEXT000737_left,internal relative,front,front,True
FRCLTEXT000737_back,internal relative,front,front,True
FRCLTEXT000737_right,internal relative,front,front,True
FRCLTEXT000738,external relative,front,front,True
FRCLTEXT000739_front,external intrinsic,left,left,True
FRCLTEXT000739_left,external intrinsic,back,back,True
FRCLTEXT000739_back,external intrinsic,right,right,True
FRCLTEXT000739_right,external intrinsic,front,front,True
FRCLTEXT000740_front,internal intrinsic,back,front,False
FRCLTEXT000740_left,internal intrinsic,right,right,True
FRCLTEXT000740_back,internal intrinsic,front,front,True
FRCLTEXT000740_right,internal intrinsic,left,left,True
FRCLTEXT000741_front,external relative,left,left,True
FRCLTEXT000741_left,external relative,left,left,True
FRCLTEXT000741_back,external relative,left,front,False
FRCLTEXT000741_right,external relative,left,left,True
FRCLTEXT000742_front,external relative,front,front,True
FRCLTEXT000742_left,external relative,front,front,True
FRCLTEXT000742_back,external relative,front,front,True
FRCLTEXT000742_right,external relative,front,front,True
FRCLTEXT000743_front,external relative,back,back,True
FRCLTEXT000743_left,external relative,back,back,True
FRCLTEXT000743_back,external relative,back,back,True
FRCLTEXT000743_right,external relative,back,back,True
FRCLTEXT000744_front,external intrinsic,front,front,True
FRCLTEXT000744_left,external intrinsic,left,left,True
FRCLTEXT000744_back,external intrinsic,back,back,True
FRCLTEXT000744_right,external intrinsic,right,right,True
FRCLTEXT000745_front,external relative,front,front,True
FRCLTEXT000745_left,external relative,front,front,True
FRCLTEXT000745_back,external relative,front,front,True
FRCLTEXT000745_right,external relative,front,front,True
FRCLTEXT000746_front,external intrinsic,left,left,True
FRCLTEXT000746_left,external intrinsic,back,back,True
FRCLTEXT000746_back,external intrinsic,right,right,True
FRCLTEXT000746_right,external intrinsic,front,front,True
FRCLTEXT000747,internal relative,right,right,True
FRCLTEXT000748_front,external relative,left,left,True
FRCLTEXT000748_left,external relative,left,left,True
FRCLTEXT000748_back,external relative,left,left,True
FRCLTEXT000748_right,external relative,left,left,True
FRCLTEXT000749_front,external relative,right,right,True
FRCLTEXT000749_left,external relative,right,right,True
FRCLTEXT000749_back,external relative,right,right,True
FRCLTEXT000749_right,external relative,right,right,True
FRCLTEXT000750_front,external relative,back,back,True
FRCLTEXT000750_left,external relative,back,back,True
FRCLTEXT000750_back,external relative,back,back,True
FRCLTEXT000750_right,external relative,back,back,True
FRCLTEXT000751_front,internal relative,right,right,True
FRCLTEXT000751_left,internal relative,right,right,True
FRCLTEXT000751_back,internal relative,right,right,True
FRCLTEXT000751_right,internal relative,right,right,True
FRCLTEXT000752,external relative,right,right,True
FRCLTEXT000753_front,internal relative,back,back,True
FRCLTEXT000753_left,internal relative,back,back,True
FRCLTEXT000753_back,internal relative,back,back,True
FRCLTEXT000753_right,internal relative,back,back,True
FRCLTEXT000754_front,external relative,left,left,True
FRCLTEXT000754_left,external relative,left,left,True
FRCLTEXT000754_back,external relative,left,left,True
FRCLTEXT000754_right,external relative,left,left,True
FRCLTEXT000755,external relative,right,right,True
FRCLTEXT000756,external relative,left,left,True
FRCLTEXT000757_front,internal intrinsic,right,right,True
FRCLTEXT000757_left,internal intrinsic,front,front,True
FRCLTEXT000757_back,internal intrinsic,left,left,True
FRCLTEXT000757_right,internal intrinsic,back,back,True
FRCLTEXT000758_front,external relative,front,front,True
FRCLTEXT000758_left,external relative,front,front,True
FRCLTEXT000758_back,external relative,front,front,True
FRCLTEXT000758_right,external relative,front,front,True
FRCLTEXT000759_front,external relative,left,left,True
FRCLTEXT000759_left,external relative,left,left,True
FRCLTEXT000759_back,external relative,left,right,False
FRCLTEXT000759_right,external relative,left,left,True
FRCLTEXT000760_front,external intrinsic,back,back,True
FRCLTEXT000760_left,external intrinsic,right,right,True
FRCLTEXT000760_back,external intrinsic,front,front,True
FRCLTEXT000760_right,external intrinsic,left,left,True
FRCLTEXT000761_front,external intrinsic,back,front,False
FRCLTEXT000761_left,external intrinsic,right,right,True
FRCLTEXT000761_back,external intrinsic,front,front,True
FRCLTEXT000761_right,external intrinsic,left,left,True
FRCLTEXT000762_front,external relative,front,front,True
FRCLTEXT000762_left,external relative,front,front,True
FRCLTEXT000762_back,external relative,front,front,True
FRCLTEXT000762_right,external relative,front,front,True
FRCLTEXT000763,internal relative,front,front,True
FRCLTEXT000764,external relative,front,front,True
FRCLTEXT000765,external relative,right,right,True
FRCLTEXT000766_front,external intrinsic,left,left,True
FRCLTEXT000766_left,external intrinsic,back,back,True
FRCLTEXT000766_back,external intrinsic,right,right,True
FRCLTEXT000766_right,external intrinsic,front,front,True
FRCLTEXT000767_front,external intrinsic,left,front,False
FRCLTEXT000767_left,external intrinsic,back,back,True
FRCLTEXT000767_back,external intrinsic,right,right,True
FRCLTEXT000767_right,external intrinsic,front,front,True
FRCLTEXT000768_front,external relative,right,right,True
FRCLTEXT000768_left,external relative,right,right,True
FRCLTEXT000768_back,external relative,right,right,True
FRCLTEXT000768_right,external relative,right,right,True
FRCLTEXT000769_front,external intrinsic,front,front,True
FRCLTEXT000769_left,external intrinsic,left,left,True
FRCLTEXT000769_back,external intrinsic,back,back,True
FRCLTEXT000769_right,external intrinsic,right,right,True
FRCLTEXT000770_front,internal relative,front,front,True
FRCLTEXT000770_left,internal relative,front,front,True
FRCLTEXT000770_back,internal relative,front,front,True
FRCLTEXT000770_right,internal relative,front,front,True
FRCLTEXT000771_front,external intrinsic,right,right,True
FRCLTEXT000771_left,external intrinsic,front,back,False
FRCLTEXT000771_back,external intrinsic,left,left,True
FRCLTEXT000771_right,external intrinsic,back,back,True
FRCLTEXT000772,external relative,right,right,True
FRCLTEXT000773_front,external relative,right,right,True
FRCLTEXT000773_left,external relative,right,right,True
FRCLTEXT000773_back,external relative,right,right,True
FRCLTEXT000773_right,external relative,right,right,True
FRCLTEXT000774_front,external relative,left,left,True
FRCLTEXT000774_left,external relative,left,front,False
FRCLTEXT000774_back,external relative,left,left,True
FRCLTEXT000774_right,external relative,left,left,True
FRCLTEXT000775,external relative,back,front,False
FRCLTEXT000776_front,external intrinsic,front,front,True
FRCLTEXT000776_left,external intrinsic,left,left,True
FRCLTEXT000776_back,external intrinsic,back,back,True
FRCLTEXT000776_right,external intrinsic,right,right,True
FRCLTEXT000777_front,external intrinsic,front,front,True
FRCLTEXT000777_left,external intrinsic,left,left,True
FRCLTEXT000777_back,external intrinsic,back,back,True
FRCLTEXT000777_right,external intrinsic,right,front,False
FRCLTEXT000778_front,external relative,back,back,True
FRCLTEXT000778_left,external relative,back,back,True
FRCLTEXT000778_back,external relative,back,back,True
FRCLTEXT000778_right,external relative,back,back,True
FRCLTEXT000779_front,internal relative,left,left,True
FRCLTEXT000779_left,internal relative,left,left,True
FRCLTEXT000779_back,internal relative,left,left,True
FRCLTEXT000779_right,internal relative,left,left,True
FRCLTEXT000780_front,external relative,left,left,True
FRCLTEXT000780_left,external relative,left,left,True
FRCLTEXT000780_back,external relative,left,left,True
FRCLTEXT000780_right,external relative,left,left,True
FRCLTEXT000781_front,external relative,left,front,False
FRCLTEXT000781_left,external relative,left,left,True
FRCLTEXT000781_back,external relative,left,left,True
FRCLTEXT000781_right,external relative,left,left,True
FRCLTEXT000782_front,external relative,left,left,True
FRCLTEXT000782_left,external relative,left,left,True
FRCLTEXT000782_back,external relative,left,left,True
FRCLTEXT000782_right,external relative,left,left,True
FRCLTEXT000783_front,external relative,front,front,True
FRCLTEXT000783_left,external relative,front,front,True
FRCLTEXT000783_back,external relative,front,front,True
FRCLTEXT000783_right,external relative,front,front,True
FRCLTEXT000784_front,external relative,left,left,True
FRCLTEXT000784_left,external relative,left,left,True
FRCLTEXT000784_back,external relative,left,left,True
FRCLTEXT000784_right,external relative,left,right,False
FRCLTEXT000785_front,external intrinsic,back,back,True
FRCLTEXT000785_left,external intrinsic,right,right,True
FRCLTEXT000785_back,external intrinsic,front,front,True
FRCLTEXT000785_right,external intrinsic,left,left,True
FRCLTEXT000786,external relative,left,left,True
FRCLTEXT000787,external relative,left,left,True
FRCLTEXT000788_front,external relative,left,left,True
FRCLTEXT000788_left,external relative,left,left,True
FRCLTEXT000788_back,external relative,left,left,True
FRCLTEXT000788_right,external relative,left,left,True
FRCLTEXT000789_front,external relative,front,front,True
FRCLTEXT000789_left,external relative,front,front,True
FRCLTEXT000789_back,external relative,front,front,True
FRCLTEXT000789_right,external relative,front,front,True
FRCLTEXT000790_front,external intrinsic,left,left,True
FRCLTEXT000790_left,external intrinsic,back,back,True
FRCLTEXT000790_back,external intrinsic,right,right,True
FRCLTEXT000790_right,external intrinsic,front,front,True
FRCLTEXT000791,internal relative,front,front,True
FRCLTEXT000792_front,external intrinsic,right,right,True
FRCLTEXT000792_left,external intrinsic,front,front,True
FRCLTEXT000792_back,external intrinsic,left,left,True
FRCLTEXT000792_right,external intrinsic,back,back,True
FRCLTEXT000793_front,external relative,left,left,True
FRCLTEXT000793_left,external relative,left,left,True
FRCLTEXT000793_back,external relative,left,front,False
FRCLTEXT000793_right,external relative,left,left,True
FRCLTEXT000794_front,external relative,right,front,False
FRCLTEXT000794_left,external relative,right,front,False
FRCLTEXT000794_back,external relative,right,right,True
FRCLTEXT000794_right,external relative,right,right,True
FRCLTEXT000795_front,external relative,back,front,False
FRCLTEXT000795_left,external relative,back,back,True
FRCLTEXT000795_back,external relative,back,back,True
FRCLTEXT000795_right,external relative,back,back,True
FRCLTEXT000796,internal relative,left,left,True
FRCLTEXT000797,external relative,left,left,True
FRCLTEXT000798_front,internal relative,right,right,True
FRCLTEXT000798_left,internal relative,right,right,True
FRCLTEXT000798_back,internal relative,right,right,True
FRCLTEXT000798_right,internal relative,right,right,True
FRCLTEXT000799_front,external relative,back,right,False
FRCLTEXT000799_left,external relative,back,back,True
FRCLTEXT000799_back,external relative,back,back,True
FRCLTEXT000799_right,external relative,back,front,False
FRCLTEXT000800,external relative,back,back,True
FRCLTEXT000801_front,external intrinsic,left,left,True
FRCLTEXT000801_left,external intrinsic,back,back,True
FRCLTEXT000801_back,external intrinsic,right,right,True
FRCLTEXT000801_right,external intrinsic,front,front,True
FRCLTEXT000802_front,external intrinsic,left,back,False
FRCLTEXT000802_left,external intrinsic,back,back,True
FRCLTEXT000802_back,external intrinsic,right,right,True
FRCLTEXT000802_right,external intrinsic,front,front,True
FRCLTEXT000803,external relative,front,front,True
FRCLTEXT000804_front,external relative,front,front,True
FRCLTEXT000804_left,external relative,front,front,True
FRCLTEXT000804_back,external relative,front,front,True
FRCLTEXT000804_right,external relative,front,front,True
FRCLTEXT000805,external relative,front,front,True
FRCLTEXT000806_front,external relative,right,right,True
FRCLTEXT000806_left,external relative,right,right,True
FRCLTEXT000806_back,external relative,right,right,True
FRCLTEXT000806_right,external relative,right,right,True
FRCLTEXT000807,external relative,right,right,True
FRCLTEXT000808,external relative,right,right,True
FRCLTEXT000809_front,external relative,back,right,False
FRCLTEXT000809_left,external relative,back,back,True
FRCLTEXT000809_back,external relative,back,back,True
FRCLTEXT000809_right,external relative,back,back,True
FRCLTEXT000810_front,internal intrinsic,right,right,True
FRCLTEXT000810_left,internal intrinsic,front,back,False
FRCLTEXT000810_back,internal intrinsic,left,left,True
FRCLTEXT000810_right,internal intrinsic,back,back,True
FRCLTEXT000811_front,external intrinsic,back,front,False
FRCLTEXT000811_left,external intrinsic,right,back,False
FRCLTEXT000811_back,external intrinsic,front,front,True
FRCLTEXT000811_right,external intrinsic,left,left,True
FRCLTEXT000812_front,external relative,back,back,True
