id,frame_of_reference_category,gold_answers,predicted_answer,correct
FRCLTEXT000304_right,external relative,left,left,True
FRCLTEXT000305_front,internal intrinsic,left,left,True
FRCLTEXT000305_left,internal intrinsic,left,left,True
FRCLTEXT000305_back,internal intrinsic,left,left,True
FRCLTEXT000305_right,internal intrinsic,left,left,True
FRCLTEXT000306_front,external intrinsic,back,back,True
FRCLTEXT000306_left,external intrinsic,back,back,True
FRCLTEXT000306_back,external intrinsic,back,back,True
FRCLTEXT000306_right,external intrinsic,back,back,True
FRCLTEXT000309_front,external relative,front,front,True
FRCLTEXT000309_left,external relative,left,right,False
FRCLTEXT000309_back,external relative,back,back,True
FRCLTEXT000309_right,external relative,right,left,False
FRCLTEXT000311_front,external intrinsic,back,back,True
FRCLTEXT000311_left,external intrinsic,back,right,False
FRCLTEXT000311_back,external intrinsic,back,back,True
FRCLTEXT000311_right,external intrinsic,back,left,False
FRCLTEXT000312_front,external relative,front,front,True
FRCLTEXT000312_left,external relative,left,right,False
FRCLTEXT000312_back,external relative,back,back,True
FRCLTEXT000312_right,external relative,right,left,False
FRCLTEXT000314_front,external intrinsic,front,front,True
FRCLTEXT000314_left,external intrinsic,front,front,True
FRCLTEXT000314_back,external intrinsic,front,front,True
FRCLTEXT000314_right,external intrinsic,front,front,True
FRCLTEXT000316_front,internal relative,left,right,False
FRCLTEXT000316_left,internal relative,back,back,True
FRCLTEXT000316_back,internal relative,right,left,False
FRCLTEXT000316_right,internal relative,front,right,False
FRCLTEXT000317_front,external intrinsic,left,left,True
FRCLTEXT000317_left,external intrinsic,left,left,True
FRCLTEXT000317_back,external intrinsic,left,left,True
FRCLTEXT000317_right,external intrinsic,left,left,True
FRCLTEXT000318_front,external relative,left,right,False
FRCLTEXT000318_left,external relative,back,left,False
FRCLTEXT000318_back,external relative,right,left,False
FRCLTEXT000318_right,external relative,front,right,False
FRCLTEXT000319_front,external intrinsic,left,left,True
FRCLTEXT000319_left,external intrinsic,left,left,True
FRCLTEXT000319_back,external intrinsic,left,left,True
FRCLTEXT000319_right,external intrinsic,left,left,True
FRCLTEXT000321_front,external intrinsic,left,left,True
FRCLTEXT000321_left,external intrinsic,left,left,True
FRCLTEXT000321_back,external intrinsic,left,left,True
FRCLTEXT000321_right,external intrinsic,left,left,True
FRCLTEXT000322_front,internal relative,left,right,False
FRCLTEXT000322_left,internal relative,back,back,True
FRCLTEXT000322_back,internal relative,right,left,False
FRCLTEXT000322_right,internal relative,front,right,False
FRCLTEXT000323_front,external intrinsic,right,right,True
FRCLTEXT000323_left,external intrinsic,right,right,True
FRCLTEXT000323_back,external intrinsic,right,right,True
FRCLTEXT000323_right,external intrinsic,right,right,True
FRCLTEXT000324_front,external relative,left,right,False
FRCLTEXT000324_left,external relative,back,left,False
FRCLTEXT000324_back,external relative,right,left,False
FRCLTEXT000324_right,external relative,front,front,True
FRCLTEXT000327_front,external relative,left,right,False
FRCLTEXT000327_left,external relative,back,back,True
FRCLTEXT000327_back,external relative,right,left,False
FRCLTEXT000327_right,external relative,front,right,False
FRCLTEXT000328_front,external relative,right,right,True
FRCLTEXT000328_left,external relative,front,front,True
FRCLTEXT000328_back,external relative,left,right,False
FRCLTEXT000328_right,external relative,back,right,False
FRCLTEXT000330_front,external relative,back,back,True
FRCLTEXT000330_left,external relative,right,right,True
FRCLTEXT000330_back,external relative,front,front,True
FRCLTEXT000330_right,external relative,left,left,True
FRCLTEXT000332_front,external relative,back,back,True
FRCLTEXT000332_left,external relative,right,right,True
FRCLTEXT000332_back,external relative,front,front,True
FRCLTEXT000332_right,external relative,left,left,True
FRCLTEXT000333_front,external intrinsic,front,front,True
FRCLTEXT000333_left,external intrinsic,front,front,True
FRCLTEXT000333_back,external intrinsic,front,front,True
FRCLTEXT000333_right,external intrinsic,front,front,True
FRCLTEXT000335_front,external relative,right,left,False
FRCLTEXT000335_left,external relative,front,front,True
FRCLTEXT000335_back,external relative,left,right,False
FRCLTEXT000335_right,external relative,back,left,False
FRCLTEXT000336_front,external intrinsic,front,front,True
FRCLTEXT000336_left,external intrinsic,front,front,True
FRCLTEXT000336_back,external intrinsic,front,front,True
FRCLTEXT000336_right,external intrinsic,front,front,True
FRCLTEXT000337_front,external relative,left,right,False
FRCLTEXT000337_left,external relative,back,left,False
FRCLTEXT000337_back,external relative,right,back,False
FRCLTEXT000337_right,external relative,front,right,False
FRCLTEXT000338_front,external relative,right,left,False
FRCLTEXT000338_left,external relative,front,front,True
FRCLTEXT000338_back,external relative,left,right,False
FRCLTEXT000338_right,external relative,back,left,False
FRCLTEXT000339_front,external intrinsic,right,right,True
FRCLTEXT000339_left,external intrinsic,right,right,True
FRCLTEXT000339_back,external intrinsic,right,right,True
FRCLTEXT000339_right,external intrinsic,right,right,True
FRCLTEXT000340_front,external relative,left,left,True
FRCLTEXT000340_left,external relative,back,front,False
FRCLTEXT000340_back,external relative,right,left,False
FRCLTEXT000340_right,external relative,front,front,True
FRCLTEXT000341_front,external relative,right,left,False
FRCLTEXT000341_left,external relative,front,front,True
FRCLTEXT000341_back,external relative,left,right,False
FRCLTEXT000341_right,external relative,back,left,False
FRCLTEXT000343_front,external relative,left,right,False
FRCLTEXT000343_left,external relative,back,left,False
FRCLTEXT000343_back,external relative,right,left,False
FRCLTEXT000343_right,external relative,front,front,True
FRCLTEXT000345_front,external relative,front,front,True
FRCLTEXT000345_left,external relative,left,right,False
FRCLTEXT000345_back,external relative,back,back,True
FRCLTEXT000345_right,external relative,right,left,False
FRCLTEXT000346_front,external relative,front,front,True
FRCLTEXT000346_left,external relative,left,right,False
FRCLTEXT000346_back,external relative,back,back,True
FRCLTEXT000346_right,external relative,right,left,False
FRCLTEXT000347_front,internal intrinsic,right,right,True
FRCLTEXT000347_left,internal intrinsic,right,right,True
FRCLTEXT000347_back,internal intrinsic,right,right,True
FRCLTEXT000347_right,internal intrinsic,right,right,True
FRCLTEXT000348_front,external relative,back,back,True
FRCLTEXT000348_left,external relative,right,right,True
FRCLTEXT000348_back,external relative,front,front,True
FRCLTEXT000348_right,external relative,left,left,True
FRCLTEXT000352_front,external intrinsic,front,front,True
FRCLTEXT000352_left,external intrinsic,front,front,True
FRCLTEXT000352_back,external intrinsic,front,front,True
FRCLTEXT000352_right,external intrinsic,front,front,True
FRCLTEXT000353_front,external relative,back,back,True
FRCLTEXT000353_left,external relative,right,right,True
FRCLTEXT000353_back,external relative,front,front,True
FRCLTEXT000353_right,external relative,left,left,True
FRCLTEXT000354_front,external relative,left,left,True
FRCLTEXT000354_left,external relative,back,left,False
FRCLTEXT000354_back,external relative,right,left,False
FRCLTEXT000354_right,external relative,front,front,True
FRCLTEXT000355_front,external intrinsic,right,right,True
FRCLTEXT000355_left,external intrinsic,right,right,True
FRCLTEXT000355_back,external intrinsic,right,right,True
FRCLTEXT000355_right,external intrinsic,right,right,True
FRCLTEXT000356_front,external intrinsic,front,front,True
FRCLTEXT000356_left,external intrinsic,front,front,True
FRCLTEXT000356_back,external intrinsic,front,front,True
FRCLTEXT000356_right,external intrinsic,front,front,True
FRCLTEXT000357_front,external relative,right,right,True
FRCLTEXT000357_left,external relative,front,front,True
FRCLTEXT000357_back,external relative,left,right,False
FRCLTEXT000357_right,external relative,back,right,False
FRCLTEXT000358_front,external relative,right,left,False
FRCLTEXT000358_left,external relative,front,front,True
FRCLTEXT000358_back,external relative,left,right,False
FRCLTEXT000358_right,external relative,back,right,False
FRCLTEXT000360_front,internal relative,left,right,False
FRCLTEXT000360_left,internal relative,back,back,True
FRCLTEXT000360_back,internal relative,right,left,False
FRCLTEXT000360_right,internal relative,front,right,False
FRCLTEXT000361_front,external intrinsic,right,right,True
FRCLTEXT000361_left,external intrinsic,right,right,True
FRCLTEXT000361_back,external intrinsic,right,right,True
FRCLTEXT000361_right,external intrinsic,right,right,True
FRCLTEXT000365_front,external relative,back,back,True
FRCLTEXT000365_left,external relative,right,right,True
FRCLTEXT000365_back,external relative,front,front,True
FRCLTEXT000365_right,external relative,left,left,True
FRCLTEXT000366_front,external relative,front,front,True
FRCLTEXT000366_left,external relative,left,right,False
FRCLTEXT000366_back,external relative,back,back,True
FRCLTEXT000366_right,external relative,right,left,False
FRCLTEXT000367_front,external intrinsic,back,back,True
FRCLTEXT000367_left,external intrinsic,back,back,True
FRCLTEXT000367_back,external intrinsic,back,back,True
FRCLTEXT000367_right,external intrinsic,back,back,True
FRCLTEXT000368_front,internal intrinsic,left,left,True
FRCLTEXT000368_left,internal intrinsic,left,left,True
FRCLTEXT000368_back,internal intrinsic,left,left,True
FRCLTEXT000368_right,internal intrinsic,left,left,True
FRCLTEXT000369_front,external intrinsic,left,left,True
FRCLTEXT000369_left,external intrinsic,left,left,True
FRCLTEXT000369_back,external intrinsic,left,left,True
FRCLTEXT000369_right,external intrinsic,left,left,True
FRCLTEXT000371_front,external relative,left,right,False
FRCLTEXT000371_left,external relative,back,left,False
FRCLTEXT000371_back,external relative,right,left,False
FRCLTEXT000371_right,external relative,front,right,False
FRCLTEXT000374_front,external relative,right,left,False
FRCLTEXT000374_left,external relative,front,front,True
FRCLTEXT000374_back,external relative,left,right,False
FRCLTEXT000374_right,external relative,back,front,False
FRCLTEXT000375_front,external relative,right,right,True
FRCLTEXT000375_left,external relative,front,front,True
FRCLTEXT000375_back,external relative,left,right,False
FRCLTEXT000375_right,external relative,back,front,False
FRCLTEXT000376_front,external relative,back,back,True
FRCLTEXT000376_left,external relative,right,right,True
FRCLTEXT000376_back,external relative,front,front,True
FRCLTEXT000376_right,external relative,left,left,True
FRCLTEXT000378_front,external relative,front,front,True
FRCLTEXT000378_left,external relative,left,right,False
FRCLTEXT000378_back,external relative,back,back,True
FRCLTEXT000378_right,external relative,right,left,False
FRCLTEXT000379_front,external relative,back,back,True
FRCLTEXT000379_left,external relative,right,right,True
FRCLTEXT000379_back,external relative,front,front,True
FRCLTEXT000379_right,external relative,left,left,True
FRCLTEXT000381_front,external intrinsic,right,right,True
FRCLTEXT000381_left,external intrinsic,right,right,True
FRCLTEXT000381_back,external intrinsic,right,right,True
FRCLTEXT000381_right,external intrinsic,right,right,True
FRCLTEXT000383_front,external relative,back,back,True
FRCLTEXT000383_left,external relative,right,right,True
FRCLTEXT000383_back,external relative,front,front,True
FRCLTEXT000383_right,external relative,left,left,True
FRCLTEXT000384_front,external relative,front,back,False
FRCLTEXT000384_left,external relative,left,right,False
FRCLTEXT000384_back,external relative,back,back,True
FRCLTEXT000384_right,external relative,right,left,False
FRCLTEXT000386_front,external relative,right,left,False
FRCLTEXT000386_left,external relative,front,front,True
FRCLTEXT000386_back,external relative,left,right,False
FRCLTEXT000386_right,external relative,back,left,False
FRCLTEXT000387_front,external relative,left,left,True
FRCLTEXT000387_left,external relative,back,left,False
FRCLTEXT000387_back,external relative,right,left,False
FRCLTEXT000387_right,external relative,front,right,False
FRCLTEXT000389_front,external intrinsic,front,front,True
FRCLTEXT000389_left,external intrinsic,front,front,True
FRCLTEXT000389_back,external intrinsic,front,front,True
FRCLTEXT000389_right,external intrinsic,front,front,True
FRCLTEXT000390_front,external intrinsic,left,left,True
FRCLTEXT000390_left,external intrinsic,left,left,True
FRCLTEXT000390_back,external intrinsic,left,left,True
FRCLTEXT000390_right,external intrinsic,left,left,True
FRCLTEXT000391_front,external relative,front,front,True
FRCLTEXT000391_left,external relative,left,right,False
FRCLTEXT000391_back,external relative,back,back,True
FRCLTEXT000391_right,external relative,right,left,False
FRCLTEXT000393_front,external relative,left,right,False
FRCLTEXT000393_left,external relative,back,left,False
FRCLTEXT000393_back,external relative,right,left,False
FRCLTEXT000393_right,external relative,front,front,True
FRCLTEXT000395_front,external relative,right,right,True
FRCLTEXT000395_left,external relative,front,front,True
FRCLTEXT000395_back,external relative,left,right,False
FRCLTEXT000395_right,external relative,back,right,False
FRCLTEXT000396_front,internal relative,back,back,True
FRCLTEXT000396_left,internal relative,right,right,True
FRCLTEXT000396_back,internal relative,front,front,True
FRCLTEXT000396_right,internal relative,left,left,True
FRCLTEXT000397_front,external intrinsic,left,left,True
FRCLTEXT000397_left,external intrinsic,left,front,False
FRCLTEXT000397_back,external intrinsic,left,left,True
FRCLTEXT000397_right,external intrinsic,left,left,True
FRCLTEXT000398_front,external relative,left,right,False
FRCLTEXT000398_left,external relative,back,front,False
FRCLTEXT000398_back,external relative,right,left,False
FRCLTEXT000398_right,external relative,front,front,True
FRCLTEXT000399_front,external relative,back,back,True
FRCLTEXT000399_left,external relative,right,right,True
FRCLTEXT000399_back,external relative,front,front,True
FRCLTEXT000399_right,external relative,left,left,True
FRCLTEXT000400_front,external relative,left,left,True
FRCLTEXT000400_left,external relative,back,front,False
FRCLTEXT000400_back,external relative,right,left,False
FRCLTEXT000400_right,external relative,front,front,True
FRCLTEXT000401_front,external intrinsic,back,back,True
FRCLTEXT000401_left,external intrinsic,back,back,True
FRCLTEXT000401_back,external intrinsic,back,back,True
FRCLTEXT000401_right,external intrinsic,back,back,True
FRCLTEXT000402_front,external relative,left,right,False
FRCLTEXT000402_left,external relative,back,front,False
FRCLTEXT000402_back,external relative,right,left,False
FRCLTEXT000402_right,external relative,front,right,False
FRCLTEXT000403_front,external intrinsic,back,back,True
FRCLTEXT000403_left,external intrinsic,back,back,True
FRCLTEXT000403_back,external intrinsic,back,back,True
FRCLTEXT000403_right,external intrinsic,back,back,True
FRCLTEXT000404_front,external intrinsic,left,left,True
FRCLTEXT000404_left,external intrinsic,left,left,True
FRCLTEXT000404_back,external intrinsic,left,left,True
FRCLTEXT000404_right,external intrinsic,left,left,True
FRCLTEXT000405_front,external intrinsic,right,right,True
FRCLTEXT000405_left,external intrinsic,right,right,True
FRCLTEXT000405_back,external intrinsic,right,right,True
FRCLTEXT000405_right,external intrinsic,right,right,True
FRCLTEXT000406_front,external intrinsic,back,back,True
FRCLTEXT000406_left,external intrinsic,back,back,True
FRCLTEXT000406_back,external intrinsic,back,back,True
FRCLTEXT000406_right,external intrinsic,back,back,True
FRCLTEXT000408_front,external intrinsic,back,back,True
FRCLTEXT000408_left,external intrinsic,back,back,True
FRCLTEXT000408_back,external intrinsic,back,back,True
FRCLTEXT000408_right,external intrinsic,back,back,True
FRCLTEXT000409_front,external intrinsic,right,right,True
FRCLTEXT000409_left,external intrinsic,right,right,True
FRCLTEXT000409_back,external intrinsic,right,right,True
FRCLTEXT000409_right,external intrinsic,right,right,True
FRCLTEXT000410_front,internal intrinsic,left,left,True
FRCLTEXT000410_left,internal intrinsic,left,left,True
FRCLTEXT000410_back,internal intrinsic,left,left,True
FRCLTEXT000410_right,internal intrinsic,left,left,True
FRCLTEXT000412_front,external relative,front,front,True
FRCLTEXT000412_left,external relative,left,right,False
FRCLTEXT000412_back,external relative,back,back,True
FRCLTEXT000412_right,external relative,right,left,False
FRCLTEXT000413_front,external intrinsic,front,front,True
FRCLTEXT000413_left,external intrinsic,front,front,True
FRCLTEXT000413_back,external intrinsic,front,front,True
FRCLTEXT000413_right,external intrinsic,front,front,True
FRCLTEXT000415_front,external intrinsic,left,left,True
FRCLTEXT000415_left,external intrinsic,left,left,True
FRCLTEXT000415_back,external intrinsic,left,left,True
FRCLTEXT000415_right,external intrinsic,left,left,True
FRCLTEXT000416_front,external intrinsic,back,back,True
FRCLTEXT000416_left,external intrinsic,back,back,True
FRCLTEXT000416_back,external intrinsic,back,back,True
FRCLTEXT000416_right,external intrinsic,back,left,False
FRCLTEXT000418_front,external relative,back,back,True
FRCLTEXT000418_left,external relative,right,right,True
FRCLTEXT000418_back,external relative,front,front,True
FRCLTEXT000418_right,external relative,left,left,True
FRCLTEXT000419_front,external relative,back,front,False
FRCLTEXT000419_left,external relative,right,right,True
FRCLTEXT000419_back,external relative,front,front,True
FRCLTEXT000419_right,external relative,left,left,True
FRCLTEXT000420_front,external relative,left,right,False
FRCLTEXT000420_left,external relative,back,left,False
FRCLTEXT000420_back,external relative,right,left,False
FRCLTEXT000420_right,external relative,front,front,True
FRCLTEXT000421_front,external relative,front,back,False
FRCLTEXT000421_left,external relative,left,right,False
FRCLTEXT000421_back,external relative,back,back,True
FRCLTEXT000421_right,external relative,right,left,False
FRCLTEXT000425_front,external relative,right,left,False
FRCLTEXT000425_left,external relative,front,front,True
FRCLTEXT000425_back,external relative,left,right,False
FRCLTEXT000425_right,external relative,back,front,False
FRCLTEXT000426_front,external intrinsic,back,back,True
FRCLTEXT000426_left,external intrinsic,back,right,False
FRCLTEXT000426_back,external intrinsic,back,back,True
FRCLTEXT000426_right,external intrinsic,back,left,False
FRCLTEXT000427_front,external intrinsic,left,left,True
FRCLTEXT000427_left,external intrinsic,left,left,True
FRCLTEXT000427_back,external intrinsic,left,left,True
FRCLTEXT000427_right,external intrinsic,left,left,True
FRCLTEXT000429_front,external intrinsic,left,left,True
FRCLTEXT000429_left,external intrinsic,left,left,True
FRCLTEXT000429_back,external intrinsic,left,left,True
FRCLTEXT000429_right,external intrinsic,left,left,True
FRCLTEXT000430_front,internal relative,right,left,False
FRCLTEXT000430_left,internal relative,front,front,True
FRCLTEXT000430_back,internal relative,left,right,False
FRCLTEXT000430_right,internal relative,back,right,False
FRCLTEXT000431_front,internal intrinsic,back,back,True
FRCLTEXT000431_left,internal intrinsic,back,right,False
FRCLTEXT000431_back,internal intrinsic,back,back,True
FRCLTEXT000431_right,internal intrinsic,back,left,False
FRCLTEXT000432_front,external relative,back,back,True
FRCLTEXT000432_left,external relative,right,right,True
FRCLTEXT000432_back,external relative,front,front,True
FRCLTEXT000432_right,external relative,left,left,True
FRCLTEXT000434_front,external relative,front,front,True
FRCLTEXT000434_left,external relative,left,right,False
FRCLTEXT000434_back,external relative,back,back,True
FRCLTEXT000434_right,external relative,right,left,False
FRCLTEXT000436_front,external intrinsic,right,right,True
FRCLTEXT000436_left,external intrinsic,right,right,True
FRCLTEXT000436_back,external intrinsic,right,right,True
FRCLTEXT000436_right,external intrinsic,right,right,True
FRCLTEXT000438_front,internal intrinsic,back,back,True
FRCLTEXT000438_left,internal intrinsic,back,back,True
FRCLTEXT000438_back,internal intrinsic,back,back,True
FRCLTEXT000438_right,internal intrinsic,back,back,True
FRCLTEXT000441_front,external relative,front,front,True
FRCLTEXT000441_left,external relative,left,right,False
FRCLTEXT000441_back,external relative,back,back,True
FRCLTEXT000441_right,external relative,right,left,False
FRCLTEXT000442_front,external intrinsic,right,right,True
FRCLTEXT000442_left,external intrinsic,right,right,True
FRCLTEXT000442_back,external intrinsic,right,right,True
FRCLTEXT000442_right,external intrinsic,right,right,True
FRCLTEXT000443_front,external relative,left,left,True
FRCLTEXT000443_left,external relative,back,front,False
FRCLTEXT000443_back,external relative,right,left,False
FRCLTEXT000443_right,external relative,front,front,True
FRCLTEXT000444_front,internal relative,right,left,False
FRCLTEXT000444_left,internal relative,front,front,True
FRCLTEXT000444_back,internal relative,left,right,False
FRCLTEXT000444_right,internal relative,back,left,False
FRCLTEXT000445_front,external intrinsic,front,front,True
FRCLTEXT000445_left,external intrinsic,front,front,True
FRCLTEXT000445_back,external intrinsic,front,front,True
FRCLTEXT000445_right,external intrinsic,front,front,True
FRCLTEXT000446_front,external intrinsic,right,right,True
FRCLTEXT000446_left,external intrinsic,right,right,True
FRCLTEXT000446_back,external intrinsic,right,right,True
FRCLTEXT000446_right,external intrinsic,right,right,True
FRCLTEXT000447_front,external relative,right,left,False
FRCLTEXT000447_left,external relative,front,front,True
FRCLTEXT000447_back,external relative,left,right,False
FRCLTEXT000447_right,external relative,back,right,False
FRCLTEXT000448_front,external intrinsic,front,front,True
FRCLTEXT000448_left,external intrinsic,front,front,True
FRCLTEXT000448_back,external intrinsic,front,back,False
FRCLTEXT000448_right,external intrinsic,front,right,False
FRCLTEXT000451_front,external intrinsic,left,left,True
FRCLTEXT000451_left,external intrinsic,left,front,False
FRCLTEXT000451_back,external intrinsic,left,left,True
FRCLTEXT000451_right,external intrinsic,left,left,True
FRCLTEXT000452_front,external relative,left,right,False
FRCLTEXT000452_left,external relative,back,front,False
FRCLTEXT000452_back,external relative,right,left,False
FRCLTEXT000452_right,external relative,front,front,True
FRCLTEXT000453_front,external relative,left,right,False
FRCLTEXT000453_left,external relative,back,front,False
FRCLTEXT000453_back,external relative,right,left,False
FRCLTEXT000453_right,external relative,front,front,True
FRCLTEXT000454_front,internal intrinsic,back,back,True
FRCLTEXT000454_left,internal intrinsic,back,right,False
FRCLTEXT000454_back,internal intrinsic,back,back,True
FRCLTEXT000454_right,internal intrinsic,back,back,True
FRCLTEXT000455_front,external relative,left,right,False
FRCLTEXT000455_left,external relative,back,front,False
FRCLTEXT000455_back,external relative,right,left,False
FRCLTEXT000455_right,external relative,front,front,True
FRCLTEXT000457_front,internal intrinsic,back,back,True
FRCLTEXT000457_left,internal intrinsic,back,back,True
FRCLTEXT000457_back,internal intrinsic,back,back,True
FRCLTEXT000457_right,internal intrinsic,back,back,True
FRCLTEXT000459_front,internal relative,back,back,True
FRCLTEXT000459_left,internal relative,right,right,True
FRCLTEXT000459_back,internal relative,front,front,True
FRCLTEXT000459_right,internal relative,left,left,True
FRCLTEXT000460_front,external relative,back,back,True
FRCLTEXT000460_left,external relative,right,right,True
FRCLTEXT000460_back,external relative,front,front,True
FRCLTEXT000460_right,external relative,left,left,True
FRCLTEXT000462_front,external relative,left,right,False
FRCLTEXT000462_left,external relative,back,left,False
FRCLTEXT000462_back,external relative,right,left,False
FRCLTEXT000462_right,external relative,front,right,False
FRCLTEXT000463_front,internal intrinsic,left,left,True
FRCLTEXT000463_left,internal intrinsic,left,left,True
FRCLTEXT000463_back,internal intrinsic,left,left,True
FRCLTEXT000463_right,internal intrinsic,left,left,True
FRCLTEXT000466_front,external relative,right,left,False
FRCLTEXT000466_left,external relative,front,front,True
FRCLTEXT000466_back,external relative,left,right,False
FRCLTEXT000466_right,external relative,back,left,False
FRCLTEXT000467_front,external relative,back,back,True
FRCLTEXT000467_left,external relative,right,right,True
FRCLTEXT000467_back,external relative,front,front,True
FRCLTEXT000467_right,external relative,left,left,True
FRCLTEXT000468_front,external intrinsic,right,right,True
FRCLTEXT000468_left,external intrinsic,right,right,True
FRCLTEXT000468_back,external intrinsic,right,right,True
FRCLTEXT000468_right,external intrinsic,right,right,True
FRCLTEXT000469_front,external intrinsic,back,back,True
FRCLTEXT000469_left,external intrinsic,back,back,True
FRCLTEXT000469_back,external intrinsic,back,back,True
FRCLTEXT000469_right,external intrinsic,back,back,True
FRCLTEXT000471_front,external relative,right,left,False
FRCLTEXT000471_left,external relative,front,front,True
FRCLTEXT000471_back,external relative,left,right,False
FRCLTEXT000471_right,external relative,back,left,False
FRCLTEXT000472_front,external intrinsic,back,back,True
FRCLTEXT000472_left,external intrinsic,back,back,True
FRCLTEXT000472_back,external intrinsic,back,back,True
FRCLTEXT000472_right,external intrinsic,back,left,False
FRCLTEXT000473_front,external relative,right,left,False
FRCLTEXT000473_left,external relative,front,front,True
FRCLTEXT000473_back,external relative,left,right,False
FRCLTEXT000473_right,external relative,back,right,False
FRCLTEXT000474_front,external intrinsic,front,front,True
FRCLTEXT000474_left,external intrinsic,front,front,True
FRCLTEXT000474_back,external intrinsic,front,front,True
FRCLTEXT000474_right,external intrinsic,front,front,True
FRCLTEXT000475_front,external relative,front,front,True
FRCLTEXT000475_left,external relative,left,right,False
FRCLTEXT000475_back,external relative,back,back,True
FRCLTEXT000475_right,external relative,right,left,False
FRCLTEXT000476_front,external intrinsic,left,left,True
FRCLTEXT000476_left,external intrinsic,left,left,True
FRCLTEXT000476_back,external intrinsic,left,left,True
FRCLTEXT000476_right,external intrinsic,left,left,True
FRCLTEXT000478_front,external relative,left,right,False
FRCLTEXT000478_left,external relative,back,left,False
FRCLTEXT000478_back,external relative,right,left,False
FRCLTEXT000478_right,external relative,front,right,False
FRCLTEXT000480_front,internal intrinsic,left,left,True
FRCLTEXT000480_left,internal intrinsic,left,left,True
FRCLTEXT000480_back,internal intrinsic,left,left,True
FRCLTEXT000480_right,internal intrinsic,left,left,True
FRCLTEXT000482_front,external relative,back,back,True
FRCLTEXT000482_left,external relative,right,right,True
FRCLTEXT000482_back,external relative,front,front,True
FRCLTEXT000482_right,external relative,left,left,True
FRCLTEXT000483_front,external relative,left,right,False
FRCLTEXT000483_left,external relative,back,left,False
FRCLTEXT000483_back,external relative,right,left,False
FRCLTEXT000483_right,external relative,front,front,True
FRCLTEXT000485_front,external intrinsic,front,front,True
FRCLTEXT000485_left,external intrinsic,front,front,True
FRCLTEXT000485_back,external intrinsic,front,front,True
FRCLTEXT000485_right,external intrinsic,front,front,True
FRCLTEXT000486_front,external relative,right,left,False
FRCLTEXT000486_left,external relative,front,front,True
FRCLTEXT000486_back,external relative,left,right,False
FRCLTEXT000486_right,external relative,back,left,False
FRCLTEXT000487_front,external relative,right,left,False
FRCLTEXT000487_left,external relative,front,front,True
FRCLTEXT000487_back,external relative,left,right,False
FRCLTEXT000487_right,external relative,back,left,False
FRCLTEXT000488_front,external intrinsic,right,right,True
FRCLTEXT000488_left,external intrinsic,right,right,True
FRCLTEXT000488_back,external intrinsic,right,right,True
FRCLTEXT000488_right,external intrinsic,right,right,True
FRCLTEXT000489_front,external relative,left,right,False
FRCLTEXT000489_left,external relative,back,front,False
FRCLTEXT000489_back,external relative,right,left,False
FRCLTEXT000489_right,external relative,front,front,True
FRCLTEXT000490_front,external relative,front,front,True
FRCLTEXT000490_left,external relative,left,right,False
FRCLTEXT000490_back,external relative,back,back,True
FRCLTEXT000490_right,external relative,right,left,False
FRCLTEXT000491_front,external intrinsic,left,left,True
FRCLTEXT000491_left,external intrinsic,left,left,True
FRCLTEXT000491_back,external intrinsic,left,left,True
FRCLTEXT000491_right,external intrinsic,left,left,True
FRCLTEXT000493_front,external relative,back,back,True
FRCLTEXT000493_left,external relative,right,right,True
FRCLTEXT000493_back,external relative,front,front,True
FRCLTEXT000493_right,external relative,left,left,True
FRCLTEXT000494_front,external relative,right,right,True
FRCLTEXT000494_left,external relative,front,front,True
FRCLTEXT000494_back,external relative,left,right,False
FRCLTEXT000494_right,external relative,back,right,False
FRCLTEXT000495_front,external intrinsic,back,back,True
FRCLTEXT000495_left,external intrinsic,back,back,True
FRCLTEXT000495_back,external intrinsic,back,back,True
FRCLTEXT000495_right,external intrinsic,back,back,True
FRCLTEXT000498_front,external relative,back,back,True
FRCLTEXT000498_left,external relative,right,right,True
FRCLTEXT000498_back,external relative,front,front,True
FRCLTEXT000498_right,external relative,left,left,True
FRCLTEXT000499_front,external relative,back,back,True
FRCLTEXT000499_left,external relative,right,right,True
FRCLTEXT000499_back,external relative,front,front,True
FRCLTEXT000499_right,external relative,left,left,True
FRCLTEXT000504_front,internal intrinsic,front,front,True
FRCLTEXT000504_left,internal intrinsic,front,front,True
FRCLTEXT000504_back,internal intrinsic,front,front,True
FRCLTEXT000504_right,internal intrinsic,front,front,True
FRCLTEXT000506_front,external relative,front,front,True
FRCLTEXT000506_left,external relative,left,right,False
FRCLTEXT000506_back,external relative,back,back,True
FRCLTEXT000506_right,external relative,right,right,True
FRCLTEXT000508_front,external relative,left,right,False
FRCLTEXT000508_left,external relative,back,left,False
FRCLTEXT000508_back,external relative,right,left,False
FRCLTEXT000508_right,external relative,front,front,True
FRCLTEXT000510_front,external intrinsic,left,left,True
FRCLTEXT000510_left,external intrinsic,left,left,True
FRCLTEXT000510_back,external intrinsic,left,left,True
FRCLTEXT000510_right,external intrinsic,left,left,True
FRCLTEXT000511_front,external intrinsic,right,right,True
FRCLTEXT000511_left,external intrinsic,right,right,True
FRCLTEXT000511_back,external intrinsic,right,right,True
FRCLTEXT000511_right,external intrinsic,right,right,True
FRCLTEXT000512_front,external relative,left,right,False
FRCLTEXT000512_left,external relative,back,left,False
FRCLTEXT000512_back,external relative,right,left,False
